Frame,Timestamp,unity_x,unity_y,unity_z,X(accel),Y(accel),Z(accel),Angles,loadcell(N),,,
22,0.35,1.160052544,0.220175146,-0.944731595,0.349790481,2.131872562,-1.294046292,74.87400222,-0.362443898,,,
23,0.36667,1.157055046,0.210183486,-0.947078121,0.311126978,2.198425005,-1.306260298,76.6028275,-0.292395496,,,
24,0.38333,1.151739252,0.205095913,-0.952173908,0.296775364,2.205269663,-1.314419602,77.27684968,-0.292395496,,,
25,0.4,1.146380089,0.200100083,-0.957321126,0.266039691,2.101193771,-1.32491048,78.64609762,-0.432492301,,,
26,0.41667,1.145026537,0.214687239,-0.961133141,0.321782357,2.05797989,-1.294729683,76.04292139,-0.992879522,,,
27,0.43333,1.143754871,0.229674729,-0.964917861,0.354598039,2.163523041,-1.258461135,74.26369514,-0.257371295,,,
28,0.45,1.145548942,0.220225188,-0.96226009,0.395603186,2.272205666,-1.235306216,72.24248861,-0.607613307,,,
29,0.46667,1.147411024,0.210233528,-0.959459398,0.512182163,2.315734333,-1.185483796,66.63349022,-0.537564905,,,
30,0.48333,1.150470695,0.205120934,-0.955993378,0.660352927,2.307723884,-1.136393805,59.8393366,-0.222347094,,,
31,0.5,1.153559026,0.200125104,-0.952511436,0.725849731,2.352142862,-1.109606822,56.80927917,-0.012201887,,,
32,0.51667,1.145400409,0.2,-0.957885359,0.762116545,2.393869781,-1.089106295,55.01708525,-0.082250289,,,
33,0.53333,1.136952915,0.2,-0.963486744,0.753901554,2.393154242,-1.090178028,55.33459706,-0.082250289,,,
34,0.55,1.141854879,0.204862385,-0.960615791,0.767807836,2.37521496,-1.08239543,54.64964162,0.057846515,,,
35,0.56667,1.147123209,0.209858215,-0.957512321,0.774626426,2.402333082,-1.072907989,54.17117699,-0.887806918,,,
36,0.58333,1.143963151,0.205145955,-0.942862107,0.768787558,2.464731028,-1.082648404,54.6214768,-0.327419697,,,
37,0.6,1.140556903,0.200150125,-0.927874618,0.763255999,2.543721914,-1.089851442,54.99528015,-0.152298691,,,
38,0.61667,1.139309197,0.20969141,-0.931902848,0.781325482,2.599294611,-1.084848241,54.23794833,-0.082250289,,,
39,0.63333,1.138128365,0.219683069,-0.936520206,0.813647783,2.648312035,-1.066630782,52.66287081,-0.082250289,,,
40,0.65,1.131230647,0.215162636,-0.929777087,0.820365118,2.689411577,-1.05868485,52.22822591,0.092870716,,,
41,0.66667,1.124145652,0.210166806,-0.922661814,0.790676171,2.750134787,-1.060276764,53.28714107,0.022822314,,,
42,0.68333,1.123118887,0.21,-0.921912073,0.732407992,2.827355997,-1.074319676,55.71613385,-0.607613307,,,
43,0.7,1.122301388,0.21,-0.921382212,0.70951218,2.883900614,-1.071986641,56.50075446,0.23296752,,,
44,0.71667,1.127750777,0.205179316,-0.919391538,0.711210414,2.916111562,-1.066337762,56.29808366,0.057846515,,,
45,0.73333,1.133427857,0.200183486,-0.91734779,0.709539965,2.938711952,-1.062607085,56.26757568,0.618233731,,,
46,0.75,1.134555084,0.190375313,-0.911585412,0.706328228,2.961957702,-1.052487115,56.13428333,0.443112726,,,
47,0.76667,1.135508833,0.180383653,-0.90568125,0.700092752,2.979514082,-1.047597531,56.24582356,0.618233731,,,
48,0.78333,1.131309197,0.189608007,-0.903853211,0.684832423,3.005602785,-1.044477717,56.74835706,-0.327419697,,,
49,0.8,1.126903783,0.199599666,-0.902187934,0.68382317,3.014030732,-1.03071116,56.43779822,0.513161128,,,
50,0.81667,1.119664569,0.214386989,-0.910549953,0.696226694,3.002874722,-1.022010323,55.73603529,0.338040123,,,
51,0.83333,1.112307074,0.229374479,-0.919330503,0.689207795,2.997958002,-1.01512374,55.82586064,0.478136927,,,
52,0.85,1.113784366,0.225212677,-0.923831476,0.666725532,3.011753722,-1.018658854,56.79472875,0.303015922,,,
53,0.86667,1.115646448,0.220216847,-0.928146056,0.621218819,3.055811097,-1.033461487,58.98971529,0.443112726,,,
54,0.88333,1.120810372,0.22,-0.919065004,0.580122586,3.087279801,-1.040731339,60.86390911,0.092870716,,,
55,0.9,1.126124119,0.22,-0.909376122,0.574325084,3.079858242,-1.039498033,61.07924744,-0.502540703,,,
56,0.91667,1.120161802,0.22,-0.910529608,0.580696496,3.042218957,-1.027509469,60.52705771,0.478136927,,,
57,0.93333,1.113667223,0.22,-0.912194885,0.577702167,3.024109624,-1.022567022,60.53559897,0.373064324,,,
58,0.95,1.119468042,0.224762302,-0.888389062,0.568387183,3.016855897,-1.019096175,60.84999476,0.968475739,,,
59,0.96667,1.125871787,0.229758132,-0.863334218,0.570749917,3.002290685,-1.014458698,60.63723126,0.58320953,,,
60,0.98333,1.119785579,0.225246038,-0.866370966,0.571792865,2.994394231,-1.00997327,60.48378064,0.793354735,,,
61,1,1.113063917,0.220250209,-0.870836935,0.566690762,2.994062124,-1.006873493,60.62822449,0.548185329,,,
62,1.01667,1.111476154,0.234236864,-0.876956681,0.56054775,2.992541627,-0.997765809,60.67259524,0.933451538,,,
63,1.03333,1.110159072,0.249224354,-0.883163621,0.556964878,2.989888446,-0.996155822,60.78982396,0.653257931,,,
64,1.05,1.113234741,0.254737281,-0.871354538,0.559321591,2.974534433,-0.992228002,60.58992713,0.267991721,,,
65,1.06667,1.116550155,0.259733111,-0.858562186,0.565051501,2.950490208,-0.980258954,60.03952492,0.898427337,,,
66,1.08333,1.117888013,0.250542118,-0.863682488,0.570610368,2.924909011,-0.969795542,59.52820509,0.688282132,,,
67,1.1,1.119114262,0.240550459,-0.869813734,0.567090273,2.898969426,-0.964165732,59.53737074,1.003499939,,,
68,1.11667,1.115019107,0.24,-0.858636111,0.566967057,2.872687036,-0.956468974,59.34176793,0.688282132,,,
69,1.13333,1.110613693,0.24,-0.846449314,0.571177729,2.836365177,-0.950091259,58.98647418,0.863403136,,,
70,1.15,1.113319509,0.24471226,-0.860893927,0.578471825,2.805321835,-0.939558577,58.38002923,0.688282132,,,
71,1.16667,1.116453257,0.24970809,-0.876941138,0.604508672,2.780386139,-0.925044051,56.83571455,0.127894917,,,
72,1.18333,1.105346956,0.24529608,-0.870395279,0.619451159,2.751994832,-0.90881925,55.72165947,0.933451538,,,
73,1.2,1.093356964,0.24030025,-0.862447368,0.632965721,2.728453709,-0.899271298,54.8596211,0.513161128,,,
74,1.21667,1.09839912,0.24469558,-0.845606313,0.643088636,2.709568763,-0.889977959,54.14852357,1.073548341,,,
75,1.23333,1.104530366,0.24969141,-0.828196603,0.649953785,2.683229973,-0.881941543,53.61134855,0.653257931,,,
76,1.25,1.108829327,0.25,-0.84814277,0.659593144,2.654632472,-0.878110724,53.08794453,0.723306333,,,
77,1.26667,1.113007658,0.25,-0.87054831,0.662184439,2.62676824,-0.871418918,52.76908135,0.513161128,,,
78,1.28333,1.113442869,0.245321101,-0.856656936,0.6560768,2.602477764,-0.869766116,52.97223652,0.793354735,,,
79,1.3,1.113624536,0.240325271,-0.840306948,0.650121853,2.58068287,-0.86719289,53.14164007,0.863403136,,,
80,1.31667,1.120132686,0.235329441,-0.856438573,0.657411972,2.557561115,-0.858034105,52.54124308,0.092870716,,,
81,1.33333,1.127081431,0.230333611,-0.87483231,0.658979297,2.530397648,-0.857543287,52.45951669,0.58320953,,,
82,1.35,1.114406475,0.23,-0.860873076,0.634030997,2.509348923,-0.862626191,53.68408139,0.548185329,,,
83,1.36667,1.100327318,0.23,-0.844598782,0.623209107,2.498692553,-0.856596711,53.96257979,0.863403136,,,
84,1.38333,1.10558291,0.234653878,-0.851452852,0.628689688,2.492730025,-0.84889876,53.47655814,0.513161128,,,
85,1.4,1.112259155,0.239649708,-0.860006318,0.636686354,2.48251472,-0.845853059,53.03067191,0.688282132,,,
86,1.41667,1.106730306,0.230708924,-0.850118407,0.641886034,2.47253425,-0.842877374,52.70922572,0.303015922,,,
87,1.43333,1.100281143,0.220717264,-0.838839942,0.645245234,2.462780609,-0.83734638,52.3827496,-0.222347094,,,
88,1.45,1.104455379,0.224637198,-0.799597771,0.649380423,2.458338247,-0.835397634,52.140972,0.618233731,,,
89,1.46667,1.109451209,0.229633028,-0.758192939,0.655107751,2.448959087,-0.829217775,51.69017069,0.23296752,,,
90,1.48333,1.102580332,0.234628857,-0.744491116,0.661541968,2.439786063,-0.823173738,51.21296849,0.968475739,,,
91,1.5,1.094768671,0.239624687,-0.732985569,0.665365175,2.435738501,-0.821442589,50.99266733,0.758330534,,,
92,1.51667,1.087167033,0.244620517,-0.703207976,0.663402183,2.433402345,-0.817266748,50.9326307,0.58320953,,,
93,1.53333,1.079582455,0.249616347,-0.671946193,0.663093327,2.430312353,-0.815635272,50.88965677,0.127894917,,,
94,1.55,1.079880506,0.25,-0.66884664,0.662790974,2.425697251,-0.815657923,50.90322543,0.513161128,,,
95,1.56667,1.080834256,0.25,-0.668089696,0.66170553,2.414097101,-0.813275741,50.86716429,0.548185329,,,
96,1.58333,1.087270756,0.245396163,-0.651498345,0.664548726,2.401178752,-0.808563104,50.58360755,0.162919118,,,
97,1.6,1.094174084,0.240400334,-0.633558774,0.666560619,2.386211815,-0.805516837,50.39243608,0.443112726,,,
98,1.61667,1.097359239,0.244595496,-0.635184876,0.665469989,2.375362027,-0.80020061,50.25210924,0.267991721,,,
99,1.63333,1.100220487,0.249591326,-0.63851543,0.665158987,2.370016528,-0.797298893,50.162922,0.58320953,,,
100,1.65,1.095700584,0.245412844,-0.631559633,0.667855389,2.363281182,-0.795216414,49.97508066,0.478136927,,,
101,1.66667,1.090523087,0.240417014,-0.623687416,0.671241876,2.350013247,-0.790157531,49.65197048,0.653257931,,,
102,1.68333,1.084388202,0.24,-0.607906336,0.66941241,2.342869563,-0.787437836,49.6316513,0.022822314,,,
103,1.7,1.078166123,0.24,-0.591404959,0.669075462,2.34167347,-0.783290836,49.49653675,-0.432492301,,,
104,1.71667,1.073772234,0.244570475,-0.576496323,0.668744931,2.343377599,-0.7814211,49.44288725,0.23296752,,,
105,1.73333,1.069548487,0.249566305,-0.561735916,0.666990798,2.343624428,-0.778860796,49.42433635,0.092870716,,,
106,1.75,1.081458109,0.254562135,-0.541169156,0.668810643,2.334689766,-0.772753044,49.12411346,0.688282132,,,
107,1.76667,1.094901433,0.259557965,-0.520050421,0.671298467,2.32592056,-0.768183204,48.85050205,0.23296752,,,
108,1.78333,1.095511335,0.26,-0.527289408,0.673740642,2.318005218,-0.763697215,48.58096813,0.478136927,,,
109,1.8,1.094875502,0.26,-0.537281068,0.67476057,2.323967021,-0.759992239,48.39966755,0.092870716,,,
110,1.81667,1.090809917,0.264545455,-0.525096419,0.673031257,2.320975225,-0.758433466,48.41426011,0.443112726,,,
111,1.83333,1.086404504,0.269541284,-0.510714484,0.672686065,2.314664856,-0.758276449,48.42296326,0.478136927,,,
112,1.85,1.086206232,0.27,-0.495920085,0.671005718,2.305792448,-0.75676045,48.43717953,-0.11727449,,,
113,1.86667,1.086433316,0.27,-0.481083984,0.67201385,2.297075697,-0.752571414,48.23651957,0.162919118,,,
114,1.88333,1.085631132,0.279057548,-0.481343797,0.670368571,2.292451381,-0.751800428,48.27711596,0.408088525,,,
115,1.9,1.084722799,0.289049208,-0.483160462,0.668098372,2.289209083,-0.749052919,48.26945924,0.548185329,,,
116,1.91667,1.086485632,0.276438699,-0.483401825,0.665866979,2.281503156,-0.746352376,48.26188027,0.267991721,,,
117,1.93333,1.088529381,0.261451209,-0.483477519,0.666242269,2.272647621,-0.742393545,48.09441495,0.653257931,,,
118,1.95,1.081877095,0.269024187,-0.477742184,0.668521709,2.262036731,-0.73850125,47.84731045,0.022822314,,,
119,1.96667,1.074292516,0.279015847,-0.471383855,0.668868621,2.257267646,-0.737879639,47.80851437,-0.537564905,,,
120,1.98333,1.076083934,0.270992494,-0.452060176,0.667330921,2.255698578,-0.735360712,47.77663884,0.478136927,,,
121,2,1.078899765,0.261000834,-0.431319913,0.665197269,2.257250838,-0.732883078,47.77171878,0.23296752,,,
122,2.01667,1.087355296,0.26,-0.3964804,0.66433053,2.257549682,-0.730445732,47.71390381,0.653257931,,,
123,2.03333,1.096438623,0.26,-0.360071398,0.665311192,2.254188896,-0.726806737,47.52934464,0.408088525,,,
124,2.05,1.100015088,0.251025855,-0.315164152,0.663851157,2.247256309,-0.723841482,47.47537062,0.548185329,,,
125,2.06667,1.10296717,0.241034195,-0.269293351,0.661812858,2.242232162,-0.722144557,47.49614941,-0.152298691,,,
126,2.08333,1.096676776,0.257914929,-0.278388809,0.660403362,2.239666121,-0.719868532,47.4669036,0.303015922,,,
127,2.1,1.089319281,0.277898249,-0.293830465,0.657831804,2.238320373,-0.71762807,47.48928947,0.303015922,,,
128,2.11667,1.090008492,0.271059216,-0.295657745,0.656475021,2.236409964,-0.716018775,47.4841408,0.408088525,,,
129,2.13333,1.091643491,0.261067556,-0.295884828,0.658053784,2.229880776,-0.711475025,47.23380529,0.267991721,,,
130,2.15,1.087275002,0.26,-0.292325928,0.656137536,2.226334201,-0.70758797,47.16062192,0.267991721,,,
131,2.16667,1.082188339,0.26,-0.288314125,0.657120833,2.229707976,-0.706091311,47.05734355,0.022822314,,,
132,2.18333,1.090503298,0.264453711,-0.285989335,0.654670631,2.233031018,-0.705774143,47.15123731,-0.817758515,,,
133,2.2,1.100449541,0.269449541,-0.283869892,0.651691465,2.230667688,-0.703739182,47.19904287,0.022822314,,,
134,2.21667,1.101747517,0.27,-0.283501655,0.648756436,2.230017877,-0.702304292,47.26966939,-0.257371295,,,
135,2.23333,1.1019746,0.27,-0.283350267,0.643635702,2.234376113,-0.701456234,47.46141853,0.127894917,,,
136,2.25,1.100910911,0.27,-0.279635808,0.640802321,2.23370872,-0.700058955,47.53042387,-0.047226088,,,
137,2.26667,1.099684661,0.27,-0.275472616,0.637460862,2.228672288,-0.698124393,47.60064044,0.057846515,,,
138,2.28333,1.09688824,0.261142619,-0.256949731,0.632531911,2.22751213,-0.695110623,47.69865135,-0.3974681,,,
139,2.3,1.093890742,0.251150959,-0.236587939,0.626590781,2.233921823,-0.693788611,47.91343018,-0.187322893,,,
140,2.31667,1.09318379,0.258840701,-0.24301615,0.621808836,2.245061838,-0.691939681,48.05567695,-0.222347094,,,
141,2.33333,1.09277504,0.26883236,-0.252932115,0.612291193,2.249661901,-0.690116791,48.41965222,-0.537564905,,,
142,2.35,1.091122905,0.26558799,-0.250213688,0.600786903,2.244161806,-0.691547629,49.01728971,-0.3974681,,,
143,2.36667,1.08930624,0.26059216,-0.245823413,0.593126215,2.245032498,-0.694561502,49.50407123,-0.362443898,,,
144,2.38333,1.087449541,0.26440367,-0.237830136,0.589752238,2.24953759,-0.692758246,49.59190652,-0.327419697,,,
145,2.4,1.085587459,0.2693995,-0.229352364,0.587981633,2.257602402,-0.689925726,49.5610684,-1.027903723,,,
146,2.41667,1.089998711,0.261209341,-0.240254,0.589328239,2.267612801,-0.687131744,49.381493,-0.11727449,,,
147,2.43333,1.095267041,0.251217681,-0.253803296,0.591680721,2.279018995,-0.682815933,49.09007772,-0.362443898,,,
148,2.45,1.09263879,0.254386989,-0.245417646,0.591967225,2.283681979,-0.680107171,48.96359567,0.092870716,,,
149,2.46667,1.088914626,0.259382819,-0.233987793,0.58871344,2.279218858,-0.679999177,49.1154234,-0.362443898,,,
150,2.48333,1.08335939,0.268757298,-0.236954406,0.577974793,2.266311163,-0.680911679,49.6745734,-0.327419697,,,
151,2.5,1.077546061,0.278748957,-0.241950236,0.560397572,2.281898091,-0.683330719,50.64491938,-0.67766171,,,
152,2.51667,1.084406627,0.266889074,-0.240589254,0.548003155,2.308635867,-0.68622101,51.38979607,-0.327419697,,,
153,2.53333,1.093081204,0.251901585,-0.238318422,0.546595627,2.31736939,-0.686575728,51.47605512,-0.222347094,,,
154,2.55,1.092516339,0.258723937,-0.231883893,0.550584301,2.319167909,-0.686429484,51.26694037,-0.502540703,,,
155,2.56667,1.090608841,0.268715596,-0.224844315,0.554036059,2.326753582,-0.682832701,50.94485341,-0.432492301,,,
156,2.58333,1.094242323,0.256939116,-0.220971011,0.555995792,2.332318221,-0.679281736,50.6994882,-0.187322893,,,
157,2.6,1.098693153,0.241951626,-0.217564764,0.560328866,2.340202698,-0.675775721,50.33570145,-0.047226088,,,
158,2.61667,1.097613617,0.244345288,-0.212315061,0.565560661,2.348938097,-0.672313806,49.92893985,-0.047226088,,,
159,2.63333,1.095706119,0.249341118,-0.20678937,0.565517084,2.357564304,-0.67226127,49.92890905,0.057846515,,,
160,2.65,1.096164228,0.254336947,-0.219925696,0.562179202,2.363268467,-0.672687272,50.11377115,-0.327419697,,,
161,2.66667,1.096981727,0.259332777,-0.235897212,0.558414742,2.365172196,-0.670733337,50.22114353,-0.607613307,,,
162,2.68333,1.09791728,0.255671393,-0.234882225,0.553766637,2.367979348,-0.669747421,50.41506812,0.022822314,,,
163,2.7,1.098871029,0.250675563,-0.231248894,0.549637299,2.372133964,-0.668304384,50.56490517,0.162919118,,,
164,2.71667,1.096918417,0.25,-0.219367781,0.547854421,2.375322672,-0.666878839,50.59620553,0.408088525,,,
165,2.73333,1.094511335,0.25,-0.206196957,0.547006054,2.378017946,-0.665006978,50.56075997,0.618233731,,,
166,2.75,1.092535446,0.25,-0.199102029,0.547982971,2.381585524,-0.664078966,50.47132049,0.478136927,,,
167,2.76667,1.090627948,0.25,-0.192970784,0.548046098,2.384211432,-0.663162001,50.42920973,0.303015922,,,
168,2.78333,1.092398059,0.25,-0.192251624,0.548556889,2.386806264,-0.662711152,50.38385867,0.478136927,,,
169,2.8,1.094759724,0.25,-0.192403013,0.548615897,2.387593327,-0.660455265,50.28483449,0.828378936,,,
170,2.81667,1.089468042,0.245704754,-0.191252812,0.548231049,2.386604336,-0.658675701,50.22860338,0.898427337,,,
171,2.83333,1.082928046,0.240708924,-0.189890313,0.548291266,2.385187702,-0.65691683,50.15016057,0.303015922,,,
172,2.85,1.081883084,0.252860717,-0.182876892,0.550102959,2.380731205,-0.653844082,49.9248701,1.003499939,,,
173,2.86667,1.081746834,0.267848207,-0.174928981,0.551458302,2.374155452,-0.650806652,49.72386522,0.863403136,,,
174,2.88333,1.07997695,0.261442869,-0.178714712,0.553231193,2.367223233,-0.647803935,49.50233398,1.528862949,,,
175,2.9,1.077933202,0.251451209,-0.184467486,0.555414513,2.361657281,-0.645272497,49.27996922,1.423790347,,,
176,2.91667,1.082488892,0.254270225,-0.192872975,0.556716876,2.356580959,-0.642334976,49.08426372,1.423790347,,,
177,2.93333,1.088165972,0.259266055,-0.201729219,0.559281821,2.350712991,-0.639862705,48.84441889,1.248669344,,,
178,2.95,1.087179013,0.26,-0.199672454,0.563088187,2.341534822,-0.636558398,48.50460039,1.59891135,,,
179,2.96667,1.085044431,0.26,-0.195736346,0.567273269,2.329940874,-0.633718248,48.16666659,1.388766147,,,
180,2.98333,1.086776708,0.268507089,-0.183744282,0.571830789,2.319309651,-0.6304844,47.79289678,1.844080754,,,
181,3,1.08918379,0.278498749,-0.170346375,0.575505463,2.305060119,-0.626440599,47.42658414,1.633935551,,,
182,3.01667,1.087152703,0.271509591,-0.160486137,0.577069445,2.292204561,-0.622020558,47.14688107,1.668959751,,,
183,3.03333,1.084336872,0.261517932,-0.151251422,0.577792715,2.281130754,-0.61973931,47.00610971,1.423790347,,,
184,3.05,1.0805196,0.255763136,-0.165319458,0.577688908,2.27058495,-0.617898613,46.92623151,0.653257931,,,
185,3.06667,1.076522936,0.250767306,-0.183561807,0.577178789,2.260558631,-0.616077708,46.86712152,1.56388715,,,
186,3.08333,1.076408826,0.25,-0.185146334,0.576268878,2.250639545,-0.613453396,46.79018468,1.528862949,,,
187,3.1,1.076999242,0.25,-0.183708141,0.577384111,2.240825982,-0.610447749,46.5944326,2.054225956,,,
188,3.11667,1.08411176,0.25,-0.151066166,0.578888503,2.231915554,-0.608288082,46.41859907,1.739008152,,,
189,3.13333,1.092423004,0.25,-0.11268911,0.579978209,2.221906298,-0.605341259,46.22580794,1.879104954,,,
190,3.15,1.099049511,0.233152627,-0.031236384,0.581453266,2.213979148,-0.602828118,46.0340075,1.108572542,,,
191,3.16667,1.105362423,0.213169308,0.058234387,0.582912958,2.204167574,-0.599940429,45.82473011,1.809056553,,,
192,3.18333,1.109650011,0.205796497,0.082359795,0.583964874,2.195631758,-0.597082664,45.63635293,1.633935551,,,
193,3.2,1.113555842,0.200800667,0.09416812,0.584615319,2.187573285,-0.594650955,45.4875792,1.914129155,,,
194,3.21667,1.096867238,0.216780651,0.124409735,0.586036339,2.177660725,-0.590271379,45.20628011,1.914129155,,,
195,3.23333,1.076248086,0.23676397,0.158169434,0.587829499,2.167463942,-0.58672159,44.94595513,1.984177556,,,
196,3.25,1.075268936,0.227439533,0.178670862,0.589989131,2.15660385,-0.582817283,44.64963401,1.879104954,,,
197,3.26667,1.078084768,0.212452043,0.196610433,0.592892418,2.146616413,-0.579340997,44.33767062,1.178620943,,,
198,3.28333,1.082268102,0.214178482,0.226262416,0.596147338,2.138627161,-0.575899649,44.01028564,2.124274357,,,
199,3.3,1.086718932,0.219174312,0.258205449,0.598611894,2.128829482,-0.572492714,43.7223424,1.844080754,,,
200,3.31667,1.089046781,0.22,0.288189779,0.601428949,2.119129292,-0.568354112,43.38043146,2.124274357,,,
201,3.33333,1.09095428,0.22,0.317786287,0.603842957,2.109525144,-0.564256485,43.05900942,2.089250157,,,
202,3.35,1.09793161,0.22,0.32386231,0.605113258,2.100759783,-0.562094292,42.88924425,2.47451636,,,
203,3.36667,1.105924937,0.22,0.325224809,0.606371106,2.095782943,-0.562216225,42.83611773,2.36944376,,,
204,3.38333,1.111879293,0.22,0.339047691,0.607247016,2.088643943,-0.560460393,42.70555288,3.139976163,,,
205,3.4,1.117420123,0.22,0.35539768,0.609218036,2.080840926,-0.556480652,42.40964747,3.490218163,,,
206,3.41667,1.1186651,0.22,0.33224341,0.610437824,2.074207978,-0.553282739,42.18822891,3.210024563,,,
207,3.43333,1.119028433,0.22,0.300981626,0.611281549,2.068728223,-0.55122528,42.04267157,3.665339162,,,
208,3.45,1.133080749,0.215863219,0.305383906,0.6121172,2.064385108,-0.549555641,41.91733011,3.770411762,,,
209,3.46667,1.149975737,0.210867389,0.317192231,0.611501437,2.055767199,-0.549367419,41.93624027,4.610992555,,,
210,3.48333,1.153134279,0.21,0.31442591,0.611250664,2.051168703,-0.547722411,41.86251398,4.681040954,,,
211,3.5,1.153406778,0.21,0.308597442,0.610644797,2.049107595,-0.546818767,41.84373459,4.856161951,,,
212,3.51667,1.141281522,0.2058799,0.29134506,0.609333056,2.046711226,-0.547368482,41.93359256,4.856161951,,,
213,3.53333,1.126521116,0.20088407,0.271664518,0.609095931,2.041160642,-0.545755876,41.86064887,4.92621035,,,
214,3.55,1.131011221,0.2,0.22089658,0.609918427,2.033905115,-0.542011121,41.62626567,5.696742735,,,
215,3.56667,1.139640382,0.2,0.163444537,0.608979108,2.02636708,-0.538657242,41.49356285,5.136355547,,,
216,3.58333,1.140211919,0.20410342,0.125514823,0.609794562,2.022379293,-0.535334274,41.27966508,4.575968355,,,
217,3.6,1.139031087,0.209099249,0.091830819,0.607473943,2.020506975,-0.535218194,41.38183833,5.45157334,,,
218,3.61667,1.141014633,0.21,0.066212879,0.604482448,2.022445638,-0.536157141,41.57202888,4.92621035,,,
219,3.63333,1.143694215,0.21,0.042369146,0.599451382,2.023680016,-0.537087552,41.85923252,5.066307148,,,
220,3.65,1.145296383,0.21,0.008989688,0.593094235,2.025928554,-0.540446542,42.34078873,5.136355547,,,
221,3.66667,1.146658882,0.21,-0.026510981,0.586794361,2.02883731,-0.541695824,42.71147186,5.381524942,,,
222,3.68333,1.141977936,0.214078399,-0.046315996,0.580550987,2.028671572,-0.543278921,43.10046915,5.90688793,,,
223,3.7,1.135937524,0.219074229,-0.06259029,0.576393218,2.027832914,-0.544504404,43.37041161,5.871863731,,,
224,3.71667,1.129712109,0.22,-0.104086613,0.574630053,2.026666009,-0.544009227,43.43201814,6.327178319,,,
225,3.73333,1.123444613,0.22,-0.151319913,0.571876542,2.025843647,-0.543177991,43.52568381,6.677420308,,,
226,3.75,1.125189779,0.232185154,-0.207476685,0.570148808,2.02502853,-0.54303196,43.60456286,6.60737191,,,
227,3.76667,1.128777694,0.247172644,-0.265685672,0.567106731,2.024551847,-0.542549755,43.732237,7.027662297,,,
228,3.78333,1.128496474,0.254053378,-0.30055703,0.565083992,2.022759978,-0.542743724,43.84473947,7.097710694,,,
229,3.8,1.127315642,0.259049208,-0.330002148,0.562749358,2.020983691,-0.541263407,43.8850682,7.798194667,,,
230,3.81667,1.148014785,0.219549625,-0.358098921,0.560762995,2.020203727,-0.541461264,43.9967607,7.973315659,,,
231,3.83333,1.17385685,0.169591326,-0.385878763,0.558793756,2.021383921,-0.540994144,44.07277247,7.377904284,,,
232,3.85,1.170084237,0.192293578,-0.390355852,0.556190936,2.023202334,-0.541851884,44.25183204,8.498678635,,,
233,3.86667,1.159275078,0.232260217,-0.389296131,0.555553476,2.020808941,-0.542373492,44.31223,8.708823824,,,
234,3.88333,1.152384411,0.244028357,-0.388175373,0.557178762,2.015221757,-0.538961832,44.04788026,8.60375123,,,
