Frame,Timestamp,unity_x,unity_y,unity_z,X(accel),Y(accel),Z(accel),Angles,loadcell(N),,
19,0.3,1.120874138,0.18,-0.961956934,1.860623512,-8.493471374,-0.749968898,21.95308048,0.723306333,,
20,0.31667,1.117373645,0.18,-0.96263831,1.827490963,-8.418591239,-0.797163784,23.56715177,0.338040123,,
21,0.33333,1.113876564,0.18,-0.963470948,1.793925853,-8.367684926,-0.843565477,25.18451927,0.478136927,,
22,0.35,1.114175449,0.18,-0.968099553,1.76986914,-8.301501049,-0.889277438,26.67741369,0.618233731,,
23,0.36667,1.114538782,0.18,-0.972792605,1.744659592,-8.215654907,-0.927974254,28.0082509,0.968475739,,
24,0.38333,1.114500872,0.18,-0.971987136,1.727529324,-8.148761699,-0.966652907,29.22954517,0.408088525,,
25,0.4,1.114455455,0.18,-0.971078803,1.708802098,-8.107349867,-0.984601001,29.95027515,0.373064324,,
26,0.41667,1.114988627,0.18,-0.970467182,1.649361263,-8.060613048,-1.026866119,31.90573704,0.443112726,,
27,0.43333,1.115533627,0.18,-0.969861627,1.583340279,-8.011819376,-1.0661123,33.95360969,0.373064324,,
28,0.45,1.114168095,0.184887406,-0.96362815,1.55845662,-7.961181629,-1.09999876,35.21542704,0.162919118,,
29,0.46667,1.112760179,0.189883236,-0.957269821,1.563018406,-7.911401972,-1.113673564,35.47043017,-0.082250289,,
30,0.48333,1.109711123,0.185120934,-0.947584856,1.581953263,-7.862397366,-1.101646919,34.8527353,0.373064324,,
31,0.5,1.106622792,0.180125104,-0.93782028,1.613913715,-7.804653553,-1.092776299,34.1018151,0.057846515,,
32,0.51667,1.115844113,0.18,-0.962741173,1.643937169,-7.736676134,-1.096100798,33.69351022,-0.257371295,,
33,0.53333,1.125381606,0.18,-0.988552961,1.65213474,-7.670475836,-1.10601852,33.80025651,0.793354735,,
34,0.55,1.128553795,0.18,-0.971929386,1.653368325,-7.61021649,-1.115369516,34.00377494,0.303015922,,
35,0.56667,1.131551293,0.18,-0.954141204,1.652428337,-7.553304886,-1.113514965,33.97468307,-0.152298691,,
36,0.58333,1.125590871,0.184854045,-0.956872394,1.665876191,-7.50763529,-1.113840108,33.767526,0.793354735,,
37,0.6,1.119368792,0.189849875,-0.960202947,1.690581758,-7.454430834,-1.116172862,33.43399126,0.688282132,,
38,0.61667,1.126714686,0.18030859,-0.952080016,1.708191029,-7.403954812,-1.110494753,33.02788965,0.443112726,,
39,0.63333,1.134480931,0.170316931,-0.943602244,1.743865202,-7.357890911,-1.093559619,32.09139428,0.968475739,,
40,0.65,1.137101979,0.194186822,-0.848345086,1.761164216,-7.321443079,-1.083080312,31.59067345,0.933451538,,
41,0.66667,1.139554477,0.219165972,-0.750245154,1.777639468,-7.274142064,-1.076763807,31.20441146,0.828378936,,
42,0.68333,1.129846615,0.215170976,-0.737750651,1.803922587,-7.216745065,-1.06716251,30.60766282,1.248669344,,
43,0.7,1.119718705,0.210175146,-0.728213157,1.830733324,-7.149940444,-1.057997635,30.02401257,0.863403136,,
44,0.71667,1.135403366,0.214820684,-0.722327697,1.863088602,-7.086104917,-1.052659623,29.46678775,1.143596742,,
45,0.73333,1.152025855,0.219816514,-0.716574924,1.880857745,-7.023402831,-1.050898895,29.19357053,1.283693545,,
46,0.75,1.150492683,0.224812344,-0.722123866,1.880134668,-6.97461848,-1.055761138,29.31572863,1.248669344,,
47,0.76667,1.148267268,0.229808173,-0.728103723,1.88417806,-6.938882005,-1.050803345,29.14834402,1.423790347,,
48,0.78333,1.145386762,0.225195997,-0.707224834,1.911254822,-6.903062677,-1.036626744,28.47452695,1.493838749,,
49,0.8,1.142480097,0.220200167,-0.68527346,1.935732884,-6.861122845,-1.026094788,27.92720274,1.774032353,,
50,0.81667,1.150908636,0.215204337,-0.685265878,1.950335557,-6.814903574,-1.018993087,27.58574668,1.353741946,,
51,0.83333,1.159810296,0.210208507,-0.686174211,1.964376588,-6.769009415,-1.012164528,27.26023677,1.213645144,,
52,0.85,1.1587021,0.21,-0.684471277,1.985036963,-6.733397989,-1.001238582,26.76605359,1.59891135,,
53,0.86667,1.157157935,0.21,-0.682654611,2.000722058,-6.69770675,-0.985018077,26.2124664,1.353741946,,
54,0.88333,1.173122223,0.21,-0.763673642,2.011703252,-6.661940052,-0.976381911,25.88965776,1.213645144,,
55,0.9,1.189880961,0.21,-0.848451361,2.018232539,-6.61666034,-0.974923781,25.78324646,1.458814548,,
56,0.91667,1.182526272,0.200458716,-0.870343342,2.025862228,-6.568993982,-0.978916078,25.79027939,1.388766147,,
57,0.93333,1.174033361,0.190467056,-0.88926694,2.028002516,-6.526878158,-0.97879108,25.76372257,1.59891135,,
58,0.95,1.172597316,0.185237698,-0.90407764,2.030070253,-6.492591072,-0.983886558,25.85744563,1.178620943,,
59,0.96667,1.171507317,0.180241868,-0.918686658,2.038384186,-6.458188008,-0.982400559,25.73177163,1.739008152,,
60,0.98333,1.176035636,0.18,-0.954544444,2.041456256,-6.427389398,-0.973395458,25.49247197,1.914129155,,
61,1,1.180849799,0.18,-0.991483307,2.049318353,-6.400020833,-0.967162765,25.26466965,1.248669344,,
62,1.01667,1.171556524,0.18,-1.010662042,2.058133739,-6.375918976,-0.957464148,24.94831417,1.914129155,,
63,1.03333,1.161519448,0.18,-1.02890439,2.059569133,-6.3561109,-0.954079514,24.85556697,1.774032353,,
64,1.05,1.101310259,0.189474562,-1.114760659,2.066789705,-6.335750262,-0.946064282,24.59573881,1.283693545,,
65,1.06667,1.038362802,0.199466222,-1.204307125,2.073791471,-6.313717741,-0.939457686,24.37121753,1.703983952,,
66,1.08333,1.046478429,0.190542118,-1.237966108,2.079453162,-6.284451424,-0.930751599,24.11302225,1.809056553,,
67,1.1,1.058604671,0.180550459,-1.268470948,2.088291633,-6.259378209,-0.922301574,23.82882431,1.984177556,,
68,1.11667,1.063435439,0.165838198,-1.259923547,2.090284224,-6.233937076,-0.914096477,23.62010828,1.633935551,,
69,1.13333,1.067840852,0.150850709,-1.249099249,2.091137292,-6.21353899,-0.910522356,23.52925751,1.353741946,,
70,1.15,1.091780726,0.15471226,-1.227850861,2.08983164,-6.189460132,-0.916801814,23.68689289,1.879104954,,
71,1.16667,1.116896126,0.15970809,-1.205975181,2.090667298,-6.151363204,-0.916495214,23.6714193,1.633935551,,
72,1.18333,1.122554401,0.15529608,-1.210968863,2.092518162,-6.108101855,-0.916197014,23.6459302,1.458814548,,
73,1.2,1.127005232,0.15030025,-1.217629969,2.094319004,-6.08234114,-0.919026044,23.6927576,1.283693545,,
74,1.21667,1.144219501,0.15,-1.164173427,2.096071823,-6.06633131,-0.919727912,23.69121496,1.178620943,,
75,1.23333,1.162249905,0.15,-1.106872773,2.101767012,-6.044779678,-0.918386585,23.60336852,1.073548341,,
76,1.25,1.160892183,0.15,-1.100350545,2.107314275,-6.016921213,-0.916080884,23.49530222,0.723306333,,
77,1.26667,1.158258018,0.15,-1.09717138,2.110776187,-5.986871962,-0.914820707,23.43214413,1.493838749,,
78,1.28333,1.170511259,0.154678899,-1.074213233,2.113191195,-5.959495673,-0.908722842,23.2688633,0.828378936,,
79,1.3,1.183772917,0.159674729,-1.049915333,2.115545829,-5.933747951,-0.90181568,23.08760026,0.443112726,,
80,1.31667,1.178437258,0.164670559,-1.031703313,2.120649044,-5.908635976,-0.90077829,23.01410477,1.248669344,,
81,1.33333,1.17180643,0.169666389,-1.013915131,2.121931134,-5.882294225,-0.899766202,22.97848712,1.318717746,,
82,1.35,1.168312002,0.17,-1.008700811,2.12318233,-5.860227348,-0.899705485,22.96496168,1.248669344,,
83,1.36667,1.165042005,0.17,-1.004386231,2.123501576,-5.835089074,-0.898730266,22.93955501,0.968475739,,
84,1.38333,1.165833573,0.17,-1.000212677,2.125596403,-5.811430911,-0.903209019,23.02162309,1.108572542,,
85,1.4,1.166923573,0.17,-0.996049486,2.124117794,-5.790079512,-0.906688969,23.1154247,0.793354735,,
86,1.41667,1.165479642,0.174645538,-0.996531832,2.122673176,-5.764877988,-0.909204559,23.18690215,0.653257931,,
87,1.43333,1.163844643,0.179641368,-0.99736447,2.126428308,-5.745399186,-0.909040037,23.1465241,1.003499939,,
88,1.45,1.164486087,0.18,-0.982880304,2.130950533,-5.722963379,-0.906285744,23.03987829,0.898427337,,
89,1.46667,1.165303586,0.18,-0.967211565,2.134530247,-5.696829881,-0.90615731,23.00234206,1.003499939,,
90,1.48333,1.16481659,0.184628857,-0.969427048,2.136365759,-5.662140412,-0.905186208,22.96255616,0.513161128,,
91,1.5,1.164226173,0.189624687,-0.973060379,2.141456215,-5.639699177,-0.900054721,22.79703079,0.793354735,,
92,1.51667,1.165021912,0.19,-0.96794273,2.145622345,-5.623425812,-0.894206282,22.62434657,0.758330534,,
93,1.53333,1.165930245,0.19,-0.962114262,2.148087462,-5.607498689,-0.890937795,22.526651,0.23296752,,
94,1.55,1.161010463,0.19,-0.94182033,2.151298381,-5.587136383,-0.884498559,22.34983732,0.688282132,,
95,1.56667,1.155605884,0.19,-0.920323123,2.154442406,-5.561690694,-0.878994927,22.19505883,0.758330534,,
96,1.58333,1.157274471,0.194603837,-0.904545834,2.157521606,-5.541441789,-0.875984345,22.09784946,0.162919118,,
97,1.6,1.159545303,0.199599666,-0.889255567,2.162857806,-5.522376868,-0.873035203,21.98141288,0.338040123,,
98,1.61667,1.162651679,0.204595496,-0.888517704,2.166555265,-5.496830483,-0.869368474,21.86399352,0.23296752,,
99,1.63333,1.165830844,0.209591326,-0.889047565,2.165631887,-5.466507732,-0.86885266,21.86068257,-0.152298691,,
100,1.65,1.163630525,0.214587156,-0.890967473,2.164726795,-5.445759622,-0.86834706,21.8574343,0.162919118,,
101,1.66667,1.160950944,0.219582986,-0.893011221,2.168297181,-5.426158854,-0.869359992,21.84789026,0.443112726,,
102,1.68333,1.161018652,0.215421184,-0.879167867,2.168855271,-5.404005373,-0.86960627,21.84840271,-0.152298691,,
103,1.7,1.161336568,0.210425354,-0.8638776,2.16867396,-5.38009909,-0.867628403,21.80502658,0.23296752,,
104,1.71667,1.164147471,0.219140951,-0.87504069,2.169217832,-5.360244964,-0.864222694,21.72248107,0.162919118,,
105,1.73333,1.167190386,0.229132611,-0.888665681,2.174755877,-5.343615736,-0.856526175,21.49696783,0.162919118,,
106,1.75,1.165546743,0.23,-0.884525994,2.180190407,-5.326591422,-0.852568822,21.35810549,-0.047226088,,
107,1.76667,1.163457578,0.23,-0.878697526,2.184822618,-5.304287353,-0.847259948,21.19596753,0.057846515,,
108,1.78333,1.15677322,0.225446205,-0.877974828,2.185893621,-5.269919232,-0.846989554,21.18034166,0.513161128,,
109,1.8,1.149642808,0.220450375,-0.877747744,2.189011917,-5.23754931,-0.842527376,21.05118405,0.022822314,,
110,1.81667,1.152181818,0.22,-0.871597796,2.190708597,-5.211886907,-0.838145596,20.9364055,0.303015922,,
111,1.83333,1.155678899,0.22,-0.864860995,2.191698358,-5.183310763,-0.834529023,20.84524171,0.653257931,,
112,1.85,1.153442717,0.229074229,-0.894902318,2.195353131,-5.15457196,-0.831657341,20.74800169,0.338040123,,
113,1.86667,1.150626886,0.239065888,-0.928662016,2.201602784,-5.129650188,-0.829510948,20.64520172,0.373064324,,
114,1.88333,1.150157783,0.226413678,-0.932367124,2.20576684,-5.099907384,-0.825394765,20.51577651,0.443112726,,
115,1.9,1.1499307,0.211426188,-0.932972679,2.213125543,-5.070677387,-0.824002638,20.42157204,0.758330534,,
116,1.91667,1.1530323,0.21,-0.930290646,2.220358457,-5.044529365,-0.818031087,20.22495684,0.478136927,,
117,1.93333,1.156483964,0.21,-0.927262871,2.23196429,-5.01882453,-0.8089006,19.92135006,0.162919118,,
118,1.95,1.154644173,0.21,-0.926422777,2.237643695,-4.994186437,-0.801863219,19.71522248,0.898427337,,
119,1.96667,1.152237092,0.21,-0.925817221,2.247649029,-4.964923463,-0.79558429,19.49207231,0.548185329,,
120,1.98333,1.153965274,0.214503753,-0.922823312,2.252478641,-4.934895698,-0.791952601,19.37124663,-0.047226088,,
121,2,1.156145273,0.219499583,-0.919568454,2.243563571,-4.905979313,-0.792795011,19.46158386,1.108572542,,
122,2.01667,1.157303586,0.211009174,-0.920945232,2.236025679,-4.877533112,-0.789870575,19.4556424,0.58320953,,
123,2.03333,1.158348169,0.201017515,-0.922837592,2.240221042,-4.852591398,-0.785752347,19.32820149,0.513161128,,
124,2.05,1.15649655,0.213461218,-0.928605151,2.243136775,-4.823214654,-0.782315528,19.22670899,1.03852414,,
125,2.06667,1.154316552,0.228448707,-0.934812091,2.246607667,-4.790707409,-0.781986417,19.19169432,1.073548341,,
126,2.08333,1.146029191,0.23,-0.924868451,2.248233786,-4.75871209,-0.781662489,19.1714628,0.933451538,,
127,2.1,1.137036697,0.23,-0.913060126,2.244506113,-4.730167195,-0.784950163,19.2757867,1.073548341,,
128,2.11667,1.137838426,0.225529608,-0.914121111,2.237898968,-4.699137231,-0.787590435,19.3886514,1.388766147,,
129,2.13333,1.139791341,0.220533778,-0.91669472,2.23663988,-4.668584651,-0.787822717,19.40404475,1.248669344,,
130,2.15,1.144137539,0.224462052,-0.919673971,2.237135468,-4.644840968,-0.785702153,19.35173492,1.108572542,,
131,2.16667,1.148770036,0.229457882,-0.922701746,2.237049445,-4.623173692,-0.784196595,19.31809026,1.353741946,,
132,2.18333,1.145871711,0.225546289,-0.917766826,2.235825144,-4.598424747,-0.781556692,19.26762199,1.458814548,,
133,2.2,1.142056714,0.220550459,-0.911862663,2.233488051,-4.572917834,-0.778382014,19.21370735,1.528862949,,
134,2.21667,1.14535431,0.22,-0.915590138,2.232869613,-4.547788801,-0.776394214,19.1731458,1.143596742,,
135,2.23333,1.149532641,0.22,-0.920510274,2.22891697,-4.526917028,-0.776132841,19.19866641,1.703983952,,
136,2.25,1.147862158,0.215562969,-0.909900801,2.22557518,-4.509106624,-0.775875284,19.21946789,1.984177556,,
137,2.26667,1.145455076,0.210567139,-0.897335532,2.222830962,-4.491554341,-0.77562146,19.23562,1.668959751,,
138,2.28333,1.141477822,0.205571309,-0.894499962,2.219035848,-4.468820597,-0.774264245,19.23486108,2.47451636,,
139,2.3,1.137299492,0.20057548,-0.89291038,2.215836247,-4.445872101,-0.770728145,19.17906556,2.649637362,,
140,2.31667,1.143770187,0.191159299,-0.887503222,2.213756945,-4.428606049,-0.767787874,19.12786196,2.719685762,,
141,2.33333,1.151627265,0.18116764,-0.88159906,2.207971222,-4.413710864,-0.767598153,19.16993694,2.789734162,,
142,2.35,1.149777921,0.18882402,-0.890668992,2.2033263,-4.397439401,-0.767949125,19.21553072,2.964855163,,
143,2.36667,1.146644173,0.19881568,-0.901720373,2.20032467,-4.377722198,-0.766158013,19.19823253,3.560266563,,
144,2.38333,1.150436197,0.19559633,-0.888885182,2.205726535,-4.358797873,-0.760677283,19.02750797,3.034903563,,
145,2.4,1.155159527,0.1906005,-0.872837971,2.218321116,-4.34323687,-0.749474818,18.66788812,3.210024563,,
146,2.41667,1.153889226,0.185604671,-0.878567619,2.231775383,-4.328915239,-0.738948165,18.31987697,3.245048763,,
147,2.43333,1.151800061,0.180608841,-0.887272475,2.209205253,-4.3152975,-0.745719201,18.65215637,4.365823157,,
148,2.45,1.15190439,0.18,-0.88022405,2.175748869,-4.293751649,-0.757563078,19.19734979,3.139976163,,
149,2.46667,1.15231314,0.18,-0.870989335,2.172545945,-4.27652149,-0.758477502,19.24507518,2.754709962,,
150,2.48333,1.150930624,0.175621351,-0.873829075,2.16888358,-4.26852345,-0.756322614,19.22443855,3.910508561,,
151,2.5,1.149295625,0.170625521,-0.878370738,2.164770841,-4.263115278,-0.754196079,19.20809874,3.805435962,,
152,2.51667,1.154017439,0.17,-0.861789244,2.161207167,-4.253828376,-0.752600216,19.19972225,4.08562956,,
153,2.53333,1.159649102,0.17,-0.842184396,2.158181862,-4.238776412,-0.751524685,19.19920077,3.945532761,,
154,2.55,1.160641216,0.178723937,-0.857937928,2.153728855,-4.223918668,-0.749470264,19.18724695,3.980556961,,
155,2.56667,1.160959133,0.188715596,-0.87882958,2.149332939,-4.210703961,-0.74941499,19.22229903,3.980556961,,
156,2.58333,1.156171431,0.19,-0.873005788,2.142096914,-4.196214292,-0.746910117,19.22273152,4.225726359,,
157,2.6,1.150630601,0.19,-0.863241211,2.138309891,-4.18382026,-0.745410869,19.21846025,3.630314963,,
158,2.61667,1.156150504,0.194345288,-0.763015644,2.136000342,-4.173007273,-0.742962687,19.1791527,4.610992555,,
159,2.63333,1.163326333,0.199341118,-0.649246973,2.134193297,-4.161857369,-0.739583363,19.11324764,4.786113552,,
160,2.65,1.157609599,0.195663053,-0.616500366,2.130055238,-4.149907678,-0.737201788,19.09048878,4.470895756,,
161,2.66667,1.149934188,0.190667223,-0.596062881,2.12550048,-4.139038017,-0.734849616,19.07181111,4.786113552,,
162,2.68333,1.140724088,0.202985822,-0.593202163,2.120071774,-4.131082073,-0.73394237,19.09521442,5.066307148,,
163,2.7,1.131277428,0.217973311,-0.593050775,2.11424719,-4.122302022,-0.731638757,19.08826365,5.346500743,,
164,2.71667,1.132199409,0.22,-0.589102788,2.108493207,-4.113170622,-0.730295667,19.10398971,5.311476543,,
165,2.73333,1.13474274,0.22,-0.584561124,2.102352034,-4.105059271,-0.727114795,19.07834206,4.961234549,,
166,2.75,1.137129274,0.211376147,-0.568651654,2.097645752,-4.095235895,-0.726275595,19.09757629,4.365823157,,
167,2.76667,1.139490939,0.201384487,-0.550939166,2.091642257,-4.085079863,-0.724988413,19.11693276,5.381524942,,
168,2.78333,1.142635075,0.2,-0.548550054,2.085709809,-4.074597082,-0.725537517,19.18080272,5.206403945,,
169,2.8,1.145905072,0.2,-0.548625749,2.078064061,-4.062904697,-0.725627576,19.24840555,5.241428145,,
170,2.81667,1.147456972,0.2,-0.545707787,2.070950904,-4.05046564,-0.725716582,19.31182562,5.101331347,,
171,2.83333,1.148728638,0.2,-0.542301539,2.063920457,-4.040806088,-0.723567939,19.31961378,4.961234549,,
172,2.85,1.153507772,0.195713094,-0.517915435,2.057847374,-4.030384995,-0.721444135,19.31974505,4.996258749,,
173,2.86667,1.158866935,0.190717264,-0.490059898,2.050973045,-4.0183473,-0.720229105,19.34946871,5.031282948,,
174,2.88333,1.158119418,0.19,-0.48359719,2.046342465,-4.006878795,-0.718148652,19.3381429,4.575968355,,
175,2.9,1.156348169,0.19,-0.480720803,2.043056234,-3.996828103,-0.71740331,19.34832801,5.48659754,,
176,2.91667,1.154887482,0.19,-0.465745444,2.038950848,-3.985610762,-0.714492957,19.31157661,5.346500743,,
177,2.93333,1.153479566,0.19,-0.448714206,2.034040113,-3.975368142,-0.713776528,19.33677089,5.696742735,,
178,2.95,1.14784851,0.19,-0.444274901,2.030030966,-3.963974052,-0.712208443,19.33271959,5.416549141,,
179,2.96667,1.141490181,0.19,-0.442004069,2.024803342,-3.95186731,-0.711085224,19.35062727,5.731766934,,
180,2.98333,1.142092198,0.194253545,-0.438057599,2.022145574,-3.93864242,-0.708699175,19.3139778,5.556645938,,
181,3,1.143908863,0.199249374,-0.433818713,2.018684248,-3.926807904,-0.70845307,19.3384174,5.731766934,,
182,3.01667,1.144297596,0.2,-0.433117497,2.016503071,-3.917579211,-0.707368785,19.33035198,5.381524942,,
183,3.03333,1.144433846,0.2,-0.433041803,2.013933746,-3.907219318,-0.706296286,19.3260148,5.381524942,,
184,3.05,1.146765562,0.2,-0.426995981,2.013849974,-3.895338282,-0.703987713,19.2682514,6.152057324,,
185,3.06667,1.14949056,0.2,-0.419880709,2.012137395,-3.879930189,-0.702117617,19.23598354,6.222105722,,
186,3.08333,1.150754796,0.2,-0.400848687,2.01084838,-3.864282969,-0.699033198,19.16903523,5.871863731,,
187,3.1,1.151753962,0.2,-0.379654257,2.011588543,-3.849203979,-0.694344581,19.04325431,5.731766934,,
188,3.11667,1.150643036,0.2,-0.364662219,2.014726634,-3.836682421,-0.688891404,18.87699344,5.591670138,,
189,3.13333,1.149144287,0.2,-0.350810145,2.015438594,-3.823895127,-0.683495628,18.73333773,5.976936328,,
190,3.15,1.149483433,0.2,-0.351444259,2.015349575,-3.810846273,-0.678962003,18.61843441,6.082008926,,
191,3.16667,1.150164683,0.2,-0.354774812,2.015261484,-3.798720144,-0.676879963,18.56601534,5.45157334,,
192,3.18333,1.150425582,0.2,-0.354475068,2.013211055,-3.786328312,-0.676812751,18.58190803,5.731766934,,
193,3.2,1.150607248,0.2,-0.353491041,2.010791139,-3.774064232,-0.675556445,18.57057218,5.871863731,,
194,3.21667,1.152810221,0.2,-0.358100564,2.009173288,-3.762313284,-0.673918463,18.5425228,6.152057324,,
195,3.23333,1.155398969,0.2,-0.363777643,2.008731866,-3.750296873,-0.671904646,18.49467368,5.836839532,,
196,3.25,1.149081204,0.204186822,-0.361842318,2.006756215,-3.738785871,-0.669520718,18.45041607,5.591670138,,
197,3.26667,1.14104246,0.209182652,-0.35843607,2.005948725,-3.727009663,-0.66716087,18.39667069,5.171379746,,
198,3.28333,1.139461369,0.214178482,-0.355472995,2.003245293,-3.715731371,-0.66521137,18.36961669,6.362202518,,
199,3.3,1.139143453,0.219174312,-0.352596608,2.000947803,-3.704565861,-0.663281364,18.3395118,6.082008926,,
200,3.31667,1.13116764,0.22,-0.351047085,1.998296152,-3.692384096,-0.662901698,18.35240992,6.397226717,,
201,3.33333,1.121675563,0.22,-0.34976028,1.995670754,-3.681818641,-0.662525791,18.36521221,6.327178319,,
202,3.35,1.123533854,0.215838198,-0.353139738,1.992697915,-3.670241032,-0.660258526,18.33204694,6.502299314,,
203,3.36667,1.127666768,0.210842369,-0.357454318,1.989754221,-3.659887705,-0.658390642,18.30888572,6.747468706,,
204,3.38333,1.127004322,0.21,-0.346350747,1.986839246,-3.649635385,-0.655415038,18.25659861,7.132734893,,
205,3.4,1.125369323,0.21,-0.332120201,1.982481087,-3.638382611,-0.652468323,18.21725669,6.852541303,,
206,3.41667,1.125053226,0.214145121,-0.339934162,1.978165036,-3.627238559,-0.650293456,18.19753992,7.062686495,,
207,3.43333,1.12500781,0.219140951,-0.352272348,1.975347822,-3.616201662,-0.649989009,18.21381165,7.132734893,,
208,3.45,1.128948745,0.211726439,-0.348627518,1.971832384,-3.606354583,-0.648214948,18.19762544,7.307855886,,
209,3.46667,1.133717492,0.201734779,-0.341663634,1.967989563,-3.596601287,-0.645358647,18.15575964,7.48297688,,
210,3.48333,1.133044204,0.20412844,-0.346959967,1.964183167,-3.585866512,-0.642894063,18.12371726,7.062686495,,
211,3.5,1.131227538,0.20912427,-0.354832183,1.960055221,-3.577014443,-0.640452729,18.09492728,7.588049475,,
212,3.51667,1.130159982,0.2141201,-0.363016529,1.955966035,-3.567890877,-0.638756755,18.08540334,7.553025277,,
213,3.53333,1.129251649,0.21911593,-0.371267218,1.952269184,-3.558852579,-0.636357571,18.05378818,7.763170468,,
214,3.55,1.134025021,0.21588824,-0.329117699,1.948606723,-3.548844412,-0.633622846,18.01282195,7.938291461,,
215,3.56667,1.140020017,0.21089241,-0.276131625,1.944978173,-3.537879847,-0.629132435,17.92458074,8.043364056,,
216,3.58333,1.14012101,0.21,-0.22724897,1.942081513,-3.526320183,-0.62539253,17.84968881,7.588049475,,
217,3.6,1.138940177,0.21,-0.179258726,1.938863806,-3.515559533,-0.623451605,17.82546097,8.498678635,,
218,3.61667,1.135451209,0.205904921,-0.156831703,1.936021519,-3.504552255,-0.621528405,17.79838749,8.568727031,,
219,3.63333,1.131454545,0.200909091,-0.140027548,1.933549532,-3.495018366,-0.618923239,17.74970847,9.269210995,,
220,3.65,1.129352642,0.2,-0.144585892,1.931785721,-3.485570757,-0.615993505,17.68605653,9.129114202,,
221,3.66667,1.127672227,0.2,-0.153896302,1.935158169,-3.472125409,-0.611703868,17.5417554,8.708823824,,
222,3.68333,1.125991811,0.204078399,-0.158572169,1.937820716,-3.458800647,-0.607107683,17.39546285,8.848920617,,
223,3.7,1.124311396,0.209074229,-0.1622055,1.921514126,-3.450990054,-0.609765616,17.60610714,9.68950137,,
224,3.71667,1.127959057,0.205929942,-0.155787019,1.913435839,-3.442577485,-0.610006249,17.68236044,9.759549766,,
225,3.73333,1.132818637,0.200934112,-0.147082164,1.913811946,-3.431899854,-0.607521229,17.61154112,9.86462236,,
226,3.75,1.13535196,0.204061718,-0.139423509,1.91051251,-3.419319839,-0.605397045,17.58219933,9.409307787,,
227,3.76667,1.137350292,0.209057548,-0.132005459,1.907574391,-3.40651889,-0.602954039,17.54092001,9.199162598,,
228,3.78333,1.134042384,0.205946622,-0.136194809,1.905985627,-3.396798276,-0.599188448,17.45168589,9.969694953,,
229,3.8,1.12950072,0.200950792,-0.143082998,1.906387585,-3.38913261,-0.592779443,17.27275888,10.31993693,,
230,3.81667,1.127900902,0.204045038,-0.141758536,1.905145772,-3.38087935,-0.588424357,17.16385483,10.31993693,,
231,3.83333,1.12699257,0.209040867,-0.138503677,1.902281443,-3.370418232,-0.585433358,17.10592035,10.07476755,,
232,3.85,1.128542952,0.214036697,-0.141365026,1.897490247,-3.355184286,-0.585109734,17.13765985,9.969694953,,
233,3.86667,1.130677534,0.219032527,-0.145679607,1.893711558,-3.340403333,-0.584788876,17.16098488,9.619452974,,
234,3.88333,1.129040109,0.22,-0.144623044,1.8915774,-3.328319504,-0.581524128,17.08890146,10.98539669,,
235,3.9,1.126496778,0.22,-0.142276518,1.891387975,-3.318578459,-0.577635018,16.98281348,11.23056607,,
