Frame,Timestamp,unity_x,unity_y,unity_z,X(accel),Y(accel),Z(accel),Angles,loadcell(N),,
44,0.71667,1.135818241,0.274820684,-0.994992911,1.479129205,-1.05859027,-1.040691251,35.12959562,0.284261471,,
45,0.73333,1.122971822,0.279816514,-1.012603211,1.464059716,-1.077660613,-1.060934487,35.92905795,0.249237269,,
46,0.75,1.12547907,0.270375313,-1.041281902,1.456080967,-1.075027411,-1.057398149,35.9869507,0.879672894,,
47,0.76667,1.128571726,0.260383653,-1.070382611,1.450013447,-1.077224723,-1.05881788,36.13738438,1.019769699,,
48,0.78333,1.127260713,0.250391993,-1.073541701,1.431821097,-1.087039774,-1.06960083,36.76051385,0.914697095,,
49,0.8,1.125773859,0.240400334,-1.075664929,1.406778296,-1.085887636,-1.070719718,37.27529828,0.634503485,,
50,0.81667,1.119890981,0.244795663,-1.055847998,1.390147119,-1.077375507,-1.065760255,37.47568108,0.354309874,,
51,0.83333,1.113824616,0.249791493,-1.035115304,1.379984947,-1.082263746,-1.069869179,37.78556184,0.739576089,,
52,0.85,1.102002065,0.245212677,-1.037840492,1.364486897,-1.075566351,-1.062209534,37.89962,1.019769699,,
53,0.86667,1.08992881,0.240216847,-1.041587364,1.335529246,-1.04393942,-1.029187069,37.6186065,0.984745498,,
54,0.88333,1.096573236,0.24,-1.030399917,1.311758134,-1.024449143,-1.011354427,37.63191931,1.089818102,,
55,0.9,1.10406698,0.24,-1.018534821,1.306428115,-1.017794141,-1.006523947,37.61207977,0.809624492,,
56,0.91667,1.106108563,0.24,-1.019311927,1.311921108,-1.016673193,-1.00456259,37.44195782,0.77460029,,
57,0.93333,1.107892788,0.24,-1.02068578,1.30807865,-0.998661141,-0.985423799,36.99206031,0.844648693,,
58,0.95,1.107069085,0.249524604,-1.035036906,1.310788602,-0.972298153,-0.95910942,36.19308799,1.0547939,,
59,0.96667,1.106117499,0.259516264,-1.050024395,1.312145198,-0.954367208,-0.940083816,35.61962946,0.949721297,,
60,0.98333,1.105392291,0.250492077,-1.060852168,1.325880506,-0.928356468,-0.914114179,34.58390739,0.809624492,,
61,1,1.104678601,0.240500417,-1.071468307,1.352617837,-0.919022299,-0.907596675,33.86132229,0.914697095,,
62,1.01667,1.105320803,0.244745621,-1.081847164,1.343622834,-0.955543898,-0.944030262,35.09190185,0.879672894,,
63,1.03333,1.106034493,0.249741451,-1.092213511,1.294650025,-0.915391433,-0.902385765,34.87693469,1.159866504,,
64,1.05,1.103026034,0.25,-1.068471435,1.286823605,-0.885770769,-0.873859489,34.17974281,1.019769699,,
65,1.06667,1.099814429,0.25,-1.042867807,1.289568184,-0.877647546,-0.864849654,33.84780433,0.879672894,,
66,1.08333,1.090410163,0.254728941,-1.054149917,1.282051236,-0.866384742,-0.854960417,33.69809851,0.809624492,,
67,1.1,1.0806564,0.259724771,-1.067513761,1.281441975,-0.85212087,-0.840836186,33.27144663,0.844648693,,
68,1.11667,1.087368541,0.193911593,-0.996614887,1.286341783,-0.830607699,-0.817085761,32.42375924,0.074116262,,
69,1.13333,1.095040709,0.123969975,-0.920803169,1.288936412,-0.799997835,-0.787419103,31.42101204,0.354309874,,
70,1.15,1.099571369,0.181259383,-0.965978732,1.286121231,-0.778760954,-0.767257368,30.81890393,1.194890705,,
71,1.16667,1.103912983,0.246205171,-1.018434946,1.281279208,-0.776997178,-0.76795917,30.93716992,1.0547939,,
72,1.18333,1.120798384,0.24059216,-1.040786072,1.276569844,-0.798045023,-0.789721068,31.74207,0.319285672,,
73,1.2,1.138462211,0.2306005,-1.061268974,1.270963686,-0.811379016,-0.803616744,32.30472973,0.109140463,,
74,1.21667,1.115486914,0.183044204,-0.991244579,1.268538284,-0.813279297,-0.805857403,32.42634803,0.599479284,,
75,1.23333,1.089913023,0.133085905,-0.915432861,1.26218821,-0.826061945,-0.820187444,33.01637117,0.879672894,,
76,1.25,1.098210016,0.176872394,-0.973441827,1.234351228,-0.850283915,-0.845136639,34.39869527,0.564455082,,
77,1.26667,1.108736943,0.226830692,-1.040261051,1.211114243,-0.867106228,-0.863527685,35.48897059,0.319285672,,
78,1.28333,1.105338576,0.239357798,-1.054793578,1.191343313,-0.87298544,-0.869766118,36.13212651,0.214213068,,
79,1.3,1.100996962,0.249349458,-1.065784404,1.173013925,-0.874941033,-0.872001612,36.62657967,0.704551888,,
80,1.31667,1.095209699,0.193953294,-1.014540033,1.152330394,-0.885240869,-0.882730747,37.45354572,0.739576089,,
81,1.33333,1.089321756,0.134003336,-0.958961426,1.13030301,-0.901737408,-0.89788963,38.46291166,0.844648693,,
82,1.35,1.092591743,0.190608841,-1.010497289,1.112458526,-0.918746474,-0.914537204,39.42316431,0.879672894,,
83,1.36667,1.096517038,0.255554629,-1.069697873,1.09594107,-0.926358566,-0.922544885,40.09011245,0.564455082,,
84,1.38333,1.109473073,0.255346122,-1.084337573,1.08783618,-0.908910169,-0.904114192,39.73039226,0.564455082,,
85,1.4,1.123092657,0.250350292,-1.095703086,1.089612752,-0.863762335,-0.858378101,38.230429,0.564455082,,
86,1.41667,1.152695103,0.245354462,-1.148297748,1.091348485,-0.829202502,-0.826074489,37.12317444,0.844648693,,
87,1.43333,1.183502721,0.240358632,-1.204001251,1.089600157,-0.828044539,-0.822483063,37.047276,0.669527686,,
88,1.45,1.163245959,0.230725605,-1.181104254,1.084485208,-0.831156012,-0.825888256,37.29103671,0.634503485,,
89,1.46667,1.139039974,0.220733945,-1.15212844,1.075273845,-0.823288053,-0.818104289,37.26509067,0.599479284,,
90,1.48333,1.112739982,0.229257715,-1.118408048,1.064599402,-0.813102926,-0.807109442,37.16701804,0.739576089,,
91,1.5,1.086273978,0.239249374,-1.08431151,1.054980724,-0.803960222,-0.79886251,37.13407916,0.669527686,,
92,1.51667,1.079775209,0.179933278,-1.026188282,1.045568899,-0.795826316,-0.792447546,37.15886691,0.739576089,,
93,1.53333,1.074898328,0.11498749,-0.966113428,1.038775883,-0.784651311,-0.781258036,36.94663866,0.599479284,,
94,1.55,1.088085806,0.160733945,-1.018575688,1.02813738,-0.777686979,-0.773543654,36.95684503,0.704551888,,
95,1.56667,1.102775924,0.215688073,-1.080399083,1.012984171,-0.767720538,-0.763585628,37.00892063,0.634503485,,
96,1.58333,1.111272787,0.22,-1.07258945,0.997362147,-0.755623526,-0.752246539,37.024917,0.03909206,,
97,1.6,1.119242325,0.22,-1.058850917,0.9797391,-0.750710074,-0.74741964,37.33914801,-0.451246762,,
98,1.61667,1.09821647,0.174045038,-1.020181818,0.959410196,-0.754288413,-0.752016257,38.09047837,0.319285672,,
99,1.63333,1.074664701,0.124086739,-0.979340909,0.943276944,-0.752507892,-0.750365779,38.50183846,1.019769699,,
100,1.65,1.096602228,0.179633028,-1.101802752,0.934215965,-0.741040589,-0.738083098,38.31071752,0.669527686,,
101,1.66667,1.122592438,0.244578816,-1.238813386,0.924589697,-0.732019688,-0.728304182,38.22769076,0.03909206,,
102,1.68333,1.12568857,0.236263553,-1.184543995,0.912207378,-0.72317395,-0.719462133,38.26300617,0.03909206,,
103,1.7,1.126699631,0.221276063,-1.112853837,0.905892523,-0.715224599,-0.710790123,38.11878189,0.599479284,,
104,1.71667,1.11590363,0.224570475,-1.108920976,0.90402832,-0.705268585,-0.700085023,37.75441811,0.704551888,,
105,1.73333,1.104008797,0.229566305,-1.111293995,0.900769452,-0.69763814,-0.692485284,37.55203244,0.249237269,,
106,1.75,1.096024366,0.23,-1.113438907,0.890489118,-0.698621284,-0.692937267,37.88839612,0.144164665,,
107,1.76667,1.088411672,0.23,-1.115562135,0.883907561,-0.703782487,-0.698367703,38.31195749,0.424358277,,
108,1.78333,1.081286886,0.225446205,-1.179161593,0.878837253,-0.7157786,-0.710051303,38.93627063,0.739576089,,
109,1.8,1.07420946,0.220450375,-1.248728524,0.877992666,-0.73167657,-0.725019725,39.54886135,1.019769699,,
110,1.81667,1.086341991,0.210909091,-1.1825,0.877163297,-0.729595732,-0.723082872,39.50020417,0.914697095,,
111,1.83333,1.100377894,0.200917431,-1.102816514,0.874995498,-0.720133655,-0.712937083,39.17278387,0.704551888,,
112,1.85,1.095833234,0.204537114,-1.253505004,0.873536699,-0.716854933,-0.709779674,39.09508784,0.739576089,,
113,1.86667,1.089410024,0.209532944,-1.427484779,0.874097742,-0.713633732,-0.705327842,38.90078915,0.984745498,,
114,1.88333,1.063793439,0.200942452,-1.243012093,0.873331089,-0.709811745,-0.701622473,38.77792786,0.914697095,,
115,1.9,1.036197426,0.190950792,-1.021571935,0.872577655,-0.707357943,-0.698644261,38.68310839,0.809624492,,
116,1.91667,1.04966202,0.194520434,-1.051806922,0.868598576,-0.704946087,-0.697689767,38.77268915,0.879672894,,
117,1.93333,1.067444795,0.199516264,-1.108509591,0.866613586,-0.706415759,-0.699359571,38.90362609,0.844648693,,
118,1.95,1.054448648,0.2,-1.114676814,0.866572414,-0.706591272,-0.70035476,38.94478089,1.0547939,,
119,1.96667,1.038152726,0.2,-1.115426188,0.865900416,-0.704875541,-0.697486386,38.85158837,0.879672894,,
120,1.98333,1.062068887,0.204503753,-1.130249791,0.865239526,-0.701315455,-0.693393695,38.70831247,1.089818102,,
121,2,1.090378589,0.209499583,-1.146611134,0.860241353,-0.699051974,-0.691260054,38.7841488,-0.065980544,,
122,2.01667,1.059391656,0.160550459,-1.091495413,0.854708343,-0.69621121,-0.689161105,38.87962934,0.459382478,,
123,2.03333,1.021803983,0.10559633,-1.028423061,0.849264574,-0.694634535,-0.687096011,38.97452946,1.264939107,,
124,2.05,1.047569502,0.144870726,-1.009548374,0.843301654,-0.694895874,-0.686910507,39.1645032,0.634503485,,
125,2.06667,1.08051819,0.194829024,-0.995684946,0.838034823,-0.690956799,-0.683674792,39.20781122,0.284261471,,
126,2.08333,1.09123317,0.195521268,-0.986636155,0.832850935,-0.681727042,-0.673825978,38.97491999,0.914697095,,
127,2.1,1.099381131,0.190525438,-0.978143244,0.827156002,-0.677362297,-0.669540863,38.98841564,1.124842303,,
128,2.11667,1.09087156,0.194470392,-0.980826314,0.821549363,-0.673650748,-0.665918615,39.02699143,0.459382478,,
129,2.13333,1.080404107,0.199466222,-0.984822977,0.816611914,-0.665929151,-0.658209195,38.86966462,0.634503485,,
130,2.15,1.088741014,0.2,-0.997966847,0.810592877,-0.659478613,-0.651792126,38.80252083,0.879672894,,
131,2.16667,1.099327416,0.2,-1.012204962,0.794905305,-0.669147911,-0.662375668,39.80363899,0.984745498,,
132,2.18333,1.099468803,0.2,-0.999052752,0.803954408,-0.646300623,-0.639825973,38.51447833,0.984745498,,
133,2.2,1.098338794,0.2,-0.982566514,0.804950984,-0.625485371,-0.618187016,37.52357582,0.844648693,,
134,2.21667,1.101759998,0.195554629,-0.989751877,0.798073978,-0.613930524,-0.607697163,37.28762839,0.984745498,,
135,2.23333,1.105744767,0.190558799,-0.999868432,0.795198621,-0.597547109,-0.591704254,36.65279441,1.089818102,,
136,2.25,1.102598594,0.198874062,-0.974266889,0.793471538,-0.583056871,-0.576506421,36.00073743,0.844648693,,
137,2.26667,1.098554351,0.208865721,-0.944167014,0.792318627,-0.569871314,-0.563758977,35.43301637,0.704551888,,
138,2.28333,1.09498461,0.201142619,-0.938203503,0.791182304,-0.556332076,-0.550641428,34.83687007,0.809624492,,
139,2.3,1.091475634,0.191150959,-0.935330901,0.790062215,-0.544065295,-0.538810409,34.2933928,0.949721297,,
140,2.31667,1.098543925,0.19442035,-0.938978315,0.788420556,-0.534650977,-0.530421228,33.93125917,0.77460029,,
141,2.33333,1.106989257,0.19941618,-0.943474562,0.786802019,-0.526965019,-0.522150205,33.56968702,0.634503485,,
142,2.35,1.107240855,0.2,-0.951390117,0.78732588,-0.519386556,-0.514532899,33.16540316,0.459382478,,
143,2.36667,1.106408217,0.2,-0.959758132,0.785737425,-0.512437883,-0.505952785,32.77833345,-0.030956343,,
144,2.38333,1.103321319,0.19559633,-0.951722477,0.78469351,-0.504543222,-0.498021634,32.40208156,0.914697095,,
145,2.4,1.099931292,0.1906005,-0.941481026,0.783144844,-0.498826098,-0.492834045,32.18225932,0.949721297,,
146,2.41667,1.103605187,0.19,-0.942118015,0.781101728,-0.492159101,-0.487193637,31.95287202,0.249237269,,
147,2.43333,1.108244172,0.19,-0.944241243,0.777038075,-0.487113269,-0.481109589,31.76406532,0.249237269,,
148,2.45,1.110689662,0.19,-0.947680567,0.771503166,-0.481121303,-0.474590834,31.59778672,0.809624492,,
149,2.46667,1.112830732,0.19,-0.951302544,0.766547265,-0.477223437,-0.471236576,31.58121072,0.809624492,,
150,2.48333,1.111062294,0.19,-0.933688073,0.76215887,-0.47487785,-0.467926746,31.54780669,0.319285672,,
151,2.5,1.108742802,0.19,-0.913080275,0.759323903,-0.469084643,-0.462635742,31.35283377,0.074116262,,
152,2.51667,1.105903034,0.194370309,-0.934099666,0.757021299,-0.459417738,-0.452385173,30.86193945,0.634503485,,
153,2.53333,1.1029888,0.199366138,-0.961077148,0.752780248,-0.45232874,-0.445265373,30.60408103,0.634503485,,
154,2.55,1.158234144,0.208723937,-1.511817973,0.749571747,-0.448255062,-0.440719361,30.45389086,0.984745498,,
155,2.56667,1.221930974,0.218715596,-2.138669725,0.751747944,-0.441328505,-0.433765621,29.98534957,0.459382478,,
156,2.58333,1.246548811,0.228707256,-2.183985613,0.754379103,-0.43016028,-0.422489918,29.25100143,0.564455082,,
157,2.6,1.265402121,0.238698916,-2.143519391,0.755058439,-0.422001758,-0.414278699,28.7523012,0.844648693,,
158,2.61667,1.198901565,0.218273561,-1.646580692,0.751439713,-0.416321103,-0.408106352,28.50635222,1.0547939,,
159,2.63333,1.119622503,0.193294412,-1.081302544,0.747866221,-0.410239376,-0.402972903,28.31712806,0.634503485,,
160,2.65,1.120215557,0.185663053,-0.976825063,0.745278505,-0.405171494,-0.398381109,28.12628249,0.599479284,,
161,2.66667,1.132943028,0.180667223,-0.942353837,0.742722736,-0.40063243,-0.393846004,27.93581132,0.809624492,,
162,2.68333,1.133509174,0.184328607,-0.957769808,0.740198326,-0.395685669,-0.388894522,27.71709174,0.949721297,,
163,2.7,1.132200743,0.189324437,-0.980875521,0.737704702,-0.389878103,-0.382595994,27.41262172,0.739576089,,
164,2.71667,1.135418305,0.185679733,-0.972875313,0.734782022,-0.384140932,-0.376840113,27.15146097,0.809624492,,
165,2.73333,1.1393436,0.180683903,-0.960011051,0.731894555,-0.378017866,-0.370690087,26.86131028,0.354309874,,
166,2.75,1.144552206,0.18,-0.968167431,0.729041668,-0.373777299,-0.366917294,26.71552426,-0.311149956,,
167,2.76667,1.149964355,0.18,-0.97965784,0.724869504,-0.368688015,-0.361815495,26.5258795,0.77460029,,
168,2.78333,1.153122245,0.18,-0.979528565,0.721643536,-0.364552838,-0.357229335,26.33641661,1.370011711,,
169,2.8,1.15591753,0.18,-0.977530234,0.718455522,-0.360466311,-0.352697131,26.1468916,0.599479284,,
170,2.81667,1.140458021,0.18,-0.959317348,0.715304794,-0.35466073,-0.347318057,25.899009,0.284261471,,
171,2.83333,1.122021029,0.18,-0.938459758,0.710428342,-0.350679233,-0.342896176,25.76479932,0.879672894,,
172,2.85,1.113076472,0.188573812,-0.949110926,0.706046309,-0.345433947,-0.338525415,25.61614818,1.019769699,,
173,2.86667,1.105701676,0.198565471,-0.964972686,0.703021221,-0.341551241,-0.334204893,25.42565694,0.844648693,,
174,2.88333,1.101586739,0.2,-0.976021059,0.700030706,-0.335986446,-0.329054439,25.17620649,0.49440668,,
175,2.9,1.098018289,0.2,-0.98626251,0.69750475,-0.330914051,-0.323525357,24.8834017,0.739576089,,
176,2.91667,1.199832896,0.212810676,-1.50903774,0.695863624,-0.327179187,-0.31936281,24.65249814,0.949721297,,
177,2.93333,1.319554391,0.227798165,-2.11890367,0.69338946,-0.322637605,-0.315679277,24.47834061,1.019769699,,
178,2.95,1.246476329,0.217214345,-1.77453357,0.691789661,-0.317724796,-0.311177242,24.21892144,1.124842303,,
179,2.96667,1.140195997,0.202226856,-1.265833194,0.689786629,-0.312866574,-0.30672523,23.97312787,0.844648693,,
180,2.98333,1.13174719,0.191492911,-1.087845913,0.68780573,-0.310148575,-0.304022732,23.8463067,0.77460029,,
181,3,1.140370944,0.181501251,-0.967571309,0.687512126,-0.307460443,-0.300927188,23.63921412,0.949721297,,
182,3.01667,1.146568867,0.175754796,-0.953002294,0.686393518,-0.304388943,-0.297865474,23.45878448,1.0547939,,
183,3.03333,1.152337861,0.170758966,-0.957123853,0.684875213,-0.302171837,-0.295673339,23.35075375,0.844648693,,
184,3.05,1.157350272,0.17,-0.961669099,0.682963692,-0.299570414,-0.292673125,23.19677604,0.739576089,,
185,3.06667,1.162227154,0.17,-0.966290242,0.680665299,-0.295372603,-0.288050557,22.93758179,0.809624492,,
186,3.08333,1.16307687,0.17,-0.950720183,0.678391487,-0.291219689,-0.283888869,22.70801874,1.019769699,,
187,3.1,1.163195818,0.17,-0.931486239,0.676544957,-0.286307414,-0.279362202,22.43694517,1.0547939,,
188,3.11667,1.161305155,0.17,-0.933880734,0.676722768,-0.280248189,-0.273662174,22.0180796,0.77460029,,
189,3.13333,1.159045137,0.17,-0.940250417,0.674505609,-0.27663799,-0.270046871,21.81932089,0.879672894,,
190,3.15,1.159442591,0.17,-0.939986447,0.671518142,-0.273856513,-0.267275074,21.70335495,0.144164665,,
191,3.16667,1.160334704,0.17,-0.938487698,0.669351186,-0.269530411,-0.262929242,21.44550039,0.284261471,,
192,3.18333,1.160225982,0.17,-0.942348415,0.667206685,-0.264857777,-0.258628446,21.18775944,1.229914906,,
193,3.2,1.159928611,0.17,-0.947219349,0.665865544,-0.262180035,-0.255958369,21.02673397,1.370011711,,
194,3.21667,1.160630089,0.17,-0.944958507,0.66337229,-0.259529757,-0.252921116,20.87013437,0.599479284,,
195,3.23333,1.161522201,0.17,-0.94133653,0.660904477,-0.254594296,-0.247559564,20.53479019,0.49440668,,
196,3.25,1.16635192,0.165813178,-0.950798374,0.658846396,-0.250092356,-0.243424112,20.27776921,1.0547939,,
197,3.26667,1.171942492,0.160817348,-0.962788365,0.656809104,-0.246017368,-0.239719015,20.05082683,1.159866504,,
198,3.28333,1.17554331,0.164178482,-0.97185342,0.654792286,-0.240465089,-0.233731371,19.64427692,0.599479284,,
199,3.3,1.178754915,0.169174312,-0.98034633,0.65241673,-0.236101324,-0.228957696,19.3379007,0.669527686,,
200,3.31667,1.188122443,0.174170142,-0.988422227,0.648556722,-0.232156764,-0.225379872,19.16284471,1.019769699,,
201,3.33333,1.198708845,0.179165972,-0.996415555,0.643984621,-0.227877335,-0.221075694,18.94700983,1.019769699,,
202,3.35,1.238031494,0.171676397,-0.955299625,0.640577488,-0.223267985,-0.216055897,18.63837625,1.229914906,,
203,3.36667,1.283112912,0.161684737,-0.90434216,0.636089325,-0.220925377,-0.212971087,18.51122473,1.089818102,,
204,3.38333,1.303273561,0.16,-0.87269829,0.631275283,-0.218237171,-0.210291686,18.4240506,0.914697095,,
205,3.4,1.318379999,0.16,-0.844971435,0.62650798,-0.216308392,-0.208385286,18.39784428,1.0547939,,
206,3.41667,1.318978514,0.164145121,-0.84076814,0.623251114,-0.212938678,-0.205382239,18.23879277,1.370011711,,
207,3.43333,1.316599547,0.169140951,-0.841392619,0.619661229,-0.209601365,-0.202038166,18.0583592,1.124842303,,
208,3.45,1.295605068,0.17,-0.828055463,0.616468289,-0.204850385,-0.19798983,17.80535141,0.949721297,,
209,3.46667,1.270744867,0.17,-0.811819016,0.612944893,-0.201583372,-0.194712807,17.62337252,1.229914906,,
210,3.48333,1.25689384,0.17,-0.791144495,0.610532356,-0.198347326,-0.191466845,17.41175788,1.264939107,,
211,3.5,1.245355852,0.17,-0.769537531,0.607427659,-0.194429235,-0.18716274,17.12529533,1.229914906,,
212,3.51667,1.23524028,0.17,-0.753080692,0.603640551,-0.188774864,-0.181454174,16.7307627,1.194890705,,
213,3.53333,1.225427042,0.17,-0.737718515,0.599888837,-0.184232208,-0.176518021,16.39658378,1.194890705,,
214,3.55,1.211502045,0.17411176,-0.718450167,0.596172022,-0.180785755,-0.17270136,16.1554446,0.529430881,,
215,3.56667,1.196692978,0.17910759,-0.698341952,0.593191303,-0.178070592,-0.16927624,15.92691018,0.564455082,,
216,3.58333,1.19424302,0.18,-0.700494787,0.589888832,-0.173988143,-0.164819008,15.6107298,1.965423128,,
217,3.6,1.194480917,0.18,-0.707488949,0.588007145,-0.168903707,-0.160049734,15.22646879,1.510108515,,
218,3.61667,1.183311093,0.18,-0.716940158,0.586488676,-0.163865704,-0.154621371,14.76934737,0.739576089,,
219,3.63333,1.169632035,0.18,-0.726931818,0.585672934,-0.159560162,-0.150291533,14.3923162,1.019769699,,
220,3.65,1.162764208,0.18,-0.728954337,0.584178769,-0.155293585,-0.146349021,14.06433254,1.475084314,,
221,3.66667,1.157411533,0.18,-0.729204128,0.583039423,-0.151405683,-0.142442027,13.72896831,1.475084314,,
222,3.68333,1.163808531,0.18,-0.7282304,0.583609431,-0.147891362,-0.138915094,13.38882482,0.984745498,,
223,3.7,1.172848604,0.18,-0.726981443,0.58383604,-0.143396819,-0.134389211,12.96272991,1.159866504,,
224,3.71667,1.175686683,0.18,-0.716473103,0.584060634,-0.139277929,-0.130245512,12.5712661,1.475084314,,
225,3.73333,1.177114063,0.18,-0.703858632,0.584618557,-0.135195489,-0.126138483,12.17560528,1.475084314,,
226,3.75,1.192660749,0.18,-0.713482068,0.584503886,-0.129818044,-0.120711876,11.66869095,1.755277922,,
227,3.76667,1.211454585,0.18,-0.728219766,0.584057847,-0.125481622,-0.116007779,11.23409376,1.475084314,,
228,3.78333,1.222286429,0.184053378,-0.716813178,0.583946626,-0.123162097,-0.113024668,10.95432186,1.440060113,,
229,3.8,1.231267028,0.189049208,-0.699327773,0.583506888,-0.120534338,-0.110402018,10.71395941,1.825326324,,
230,3.81667,1.23750278,0.198090075,-0.684370517,0.58438319,-0.116621404,-0.106802859,10.3571669,2.000447329,,
231,3.83333,1.243093352,0.208081735,-0.670007506,0.584925294,-0.114044491,-0.104561272,10.13514427,1.825326324,,
232,3.85,1.235132154,0.214036697,-0.681883028,0.586113229,-0.112138048,-0.102669138,9.935666073,1.860350525,,
233,3.86667,1.223951011,0.219032527,-0.699992911,0.587614863,-0.107988371,-0.098491566,9.515038853,2.105519931,,
234,3.88333,1.222792804,0.22,-0.684969558,0.589426192,-0.104516843,-0.094349548,9.094196727,2.350689337,,
235,3.9,1.224041761,0.22,-0.661988741,0.590579954,-0.100114573,-0.090242632,8.687789805,2.280640936,,
