Frame,Timestamp,unity_x,unity_y,unity_z,X(accel),Y(accel),Z(accel),Angles,loadcell(N),,,
71,1.16667,1.126670663,0.148831386,-0.979013254,1.212865391,1.439679606,0.211951286,9.912486845,1.528862949,,,
72,1.18333,1.124395659,0.15,-0.958625993,1.227779041,1.422411274,0.228410301,10.53856551,1.739008152,,,
73,1.2,1.121446046,0.15,-0.93510472,1.238193325,1.402547514,0.240265585,10.9815026,1.668959751,,,
74,1.21667,1.123286235,0.154390651,-0.92409015,1.242267378,1.385227662,0.247701285,11.27657044,1.493838749,,,
75,1.23333,1.125782061,0.159382304,-0.914787525,1.24423997,1.373332856,0.25089186,11.40040154,1.388766147,,,
76,1.25,1.131419183,0.16,-0.890242323,1.243208801,1.350956611,0.253000348,11.50294998,1.633935551,,,
77,1.26667,1.137499924,0.16,-0.863544544,1.245118744,1.333027591,0.253081964,11.48938108,1.56388715,,,
78,1.28333,1.13565837,0.16,-0.865499064,1.228754414,1.323201357,0.246344087,11.33652674,1.668959751,,,
79,1.3,1.132663378,0.16,-0.871625183,1.210904655,1.304179185,0.23592768,11.02515007,1.59891135,,,
80,1.31667,1.13464031,0.168681135,-0.837568169,1.202851367,1.289356708,0.231467693,10.89242268,1.073548341,,,
81,1.33333,1.137363029,0.178664441,-0.797483685,1.199615321,1.279501411,0.233684495,11.02314298,1.108572542,,,
82,1.35,1.140871908,0.184323873,-0.769060555,1.194631193,1.265333425,0.23584788,11.16789954,1.353741946,,,
83,1.36667,1.144502201,0.189315526,-0.742438407,1.195178696,1.246107575,0.232464075,11.00669194,1.423790347,,,
84,1.38333,1.146722871,0.194307179,-0.746488592,1.19214713,1.236220305,0.228254717,10.83897138,1.633935551,,,
85,1.4,1.148719533,0.199298831,-0.755413062,1.184780167,1.237980715,0.225037898,10.75468424,1.668959751,,,
86,1.41667,1.141238124,0.2,-0.750165933,1.174969406,1.238832463,0.223663754,10.77771252,1.318717746,,,
87,1.43333,1.132207771,0.2,-0.742602823,1.160214699,1.237089873,0.220572214,10.76423089,1.423790347,,,
88,1.45,1.131919259,0.2,-0.739443011,1.150048944,1.230294345,0.221008103,10.87807267,1.56388715,,,
89,1.46667,1.133099105,0.2,-0.737022816,1.136741029,1.22113207,0.214595237,10.69054826,1.668959751,,,
90,1.48333,1.130989376,0.195742905,-0.736021652,1.123725596,1.220471468,0.196486461,9.918056739,1.353741946,,,
91,1.5,1.128312035,0.190751252,-0.735265341,1.178537451,1.222288252,-0.701851983,30.77498034,0.022822314,,,
92,1.51667,1.130299135,0.194240401,-0.733159812,1.140906864,1.247619191,-1.953986898,59.71991471,0.23296752,,,
93,1.53333,1.133112612,0.199232053,-0.730815248,0.869476859,1.210538593,-1.91652599,65.59746829,0.373064324,,,
94,1.55,1.136156473,0.2,-0.722647089,0.619715164,1.248976319,-0.549205141,41.54806446,2.089250157,,,
95,1.56667,1.139242222,0.2,-0.713420094,0.557505989,1.24491288,0.481070427,40.79082132,0.618233731,,,
96,1.58333,1.130854303,0.2,-0.706296605,0.463766885,1.286097144,0.504166932,47.3900492,0.162919118,,,
97,1.6,1.120326453,0.2,-0.699565437,0.21651149,1.58772259,1.287551204,80.45458384,0.127894917,,,
98,1.61667,1.115169829,0.204190317,-0.691310518,-0.080862644,1.832136467,2.205102705,87.89986512,0.443112726,,,
99,1.63333,1.11104037,0.20918197,-0.682764203,-0.253312387,1.79521217,1.967906449,82.66512005,0.478136927,,,
100,1.65,1.111388071,0.205826377,-0.683829868,-0.220513488,1.543638479,1.138173377,79.03517225,0.478136927,,,
101,1.66667,1.112613295,0.200834725,-0.686779481,-0.085086895,1.322915715,0.586454952,81.7447398,-0.012201887,,,
102,1.68333,1.11398968,0.195843072,-0.681919108,0.046238571,1.231877892,0.33976196,82.25016602,0.092870716,,,
103,1.7,1.115396418,0.190851419,-0.675490464,0.162651193,1.191977605,0.141461458,41.01422916,0.408088525,,,
104,1.71667,1.119249659,0.19,-0.674895786,0.276846433,1.073707759,0.015084559,3.118796852,0.548185329,,,
105,1.73333,1.12360601,0.19,-0.675500835,0.374588657,0.875010917,-0.080599927,12.14314381,0.58320953,,,
106,1.75,1.127962362,0.202370618,-0.669108362,0.482543968,0.740736616,-0.209729912,23.49139403,0.022822314,,,
107,1.76667,1.132318713,0.217345576,-0.661242728,0.590605148,0.707561099,-0.298711235,26.82898481,0.23296752,,,
108,1.78333,1.139027166,0.215893155,-0.674346891,0.668873844,0.729045275,-0.198299176,16.51336436,0.443112726,,,
109,1.8,1.146242374,0.210901503,-0.691968938,0.717473658,0.76867869,0.034581656,2.759475144,0.478136927,,,
110,1.81667,1.145537563,0.21,-0.709033237,0.741985461,0.829373199,0.214746016,16.1415423,0.548185329,,,
111,1.83333,1.143087115,0.21,-0.725974604,0.745084328,0.898425473,0.278344743,20.48442212,0.092870716,,,
112,1.85,1.140377447,0.214073456,-0.740570648,0.746787082,0.9602397,0.252984202,18.71450399,0.127894917,,,
113,1.86667,1.137609349,0.219065109,-0.754638033,0.75643696,0.987178494,0.212545694,15.69444394,0.548185329,,,
114,1.88333,1.135431325,0.211886477,-0.759977235,0.772508706,0.983435682,0.195557805,14.20578897,0.548185329,,,
115,1.9,1.133389285,0.201903172,-0.763305003,0.781770468,0.983013124,0.175546452,12.65583296,0.618233731,,,
116,1.91667,1.136893155,0.2,-0.787322811,0.788930795,1.018750223,0.130230661,9.373420601,0.127894917,,,
117,1.93333,1.141703293,0.2,-0.816213892,0.800465271,1.079485933,0.062209856,4.443930327,0.057846515,,,
118,1.95,1.142782668,0.2,-0.816392725,0.808621795,1.134123043,0.007616721,0.539675135,0.513161128,,,
119,1.96667,1.142964183,0.2,-0.809661557,0.819799938,1.172742982,0.010996961,0.768530978,0.373064324,,,
120,1.98333,1.136297921,0.204006678,-0.82533136,0.840814008,1.185755067,0.039755885,2.707078121,0.618233731,,,
121,2,1.127948247,0.208998331,-0.846508069,0.879497209,1.159549216,0.032726844,2.131041791,0.793354735,,,
122,2.01667,1.127469722,0.213989983,-0.862727526,0.92371251,1.141752614,0.014552653,0.902593169,0.478136927,,,
123,2.03333,1.128967218,0.218981636,-0.877702484,0.956825267,1.169319057,0.014045036,0.840972278,0.548185329,,,
124,2.05,1.134257399,0.208080134,-0.875760864,0.970008166,1.194631651,0.002466249,0.145674413,0.793354735,,,
125,2.06667,1.140519654,0.193105175,-0.869483483,0.975163092,1.199760067,-0.027247685,1.600523276,0.653257931,,,
126,2.08333,1.144803612,0.201869783,-0.893719836,0.976656611,1.175070413,-0.054676213,3.204247639,0.898427337,,,
127,2.1,1.148570041,0.216844741,-0.925938686,0.97516658,1.143685338,-0.073260909,4.296363972,0.793354735,,,
128,2.11667,1.156706177,0.2239399,-0.939054991,0.969587478,1.133280238,-0.048018044,2.835211243,0.618233731,,,
129,2.13333,1.166008803,0.228931553,-0.947071887,0.964094209,1.124778281,0.031877826,1.893798005,0.758330534,,,
130,2.15,1.169212627,0.226076795,-0.944508018,0.963891166,1.127361258,0.107617288,6.370621334,0.548185329,,,
131,2.16667,1.170755502,0.221085142,-0.939062579,0.9636912,1.145927201,0.126836036,7.49787752,0.197943319,,,
132,2.18333,1.167113371,0.22,-0.943146659,0.964633811,1.152287731,0.104692795,6.194131215,0.618233731,,,
133,2.2,1.162030961,0.22,-0.949877827,0.966127887,1.136006234,0.09206686,5.443545666,0.618233731,,,
134,2.21667,1.151149188,0.22,-0.948416806,0.968722517,1.110454411,0.112113557,6.601665599,0.723306333,,,
135,2.23333,1.138624677,0.22,-0.944635251,0.970721774,1.095830721,0.14091716,8.259781047,0.653257931,,,
136,2.25,1.134761876,0.227746244,-0.952883847,0.974351293,1.10512788,0.159191428,9.279112155,-0.152298691,,,
137,2.26667,1.133400516,0.237729549,-0.964606668,0.977379069,1.121953041,0.1610324,9.355965186,0.653257931,,,
138,2.28333,1.129514949,0.232287145,-0.946529822,0.972185424,1.128754893,0.159525751,9.318611495,0.618233731,,,
139,2.3,1.124886326,0.22230384,-0.919680781,0.96490079,1.130603897,0.169581556,9.967949077,0.618233731,,,
140,2.31667,1.121514342,0.216160267,-0.894693428,0.957719484,1.130819595,0.205686907,12.12114045,0.653257931,,,
141,2.33333,1.11851935,0.211168614,-0.870264582,0.951706667,1.117202312,0.246702009,14.53238155,-0.257371295,,,
142,2.35,1.131164061,0.217646077,-0.870801336,0.946837827,1.104303682,0.23871999,14.15069245,0.373064324,,,
143,2.36667,1.148589467,0.227629382,-0.878969495,0.94677295,1.105746592,0.180624414,10.80104023,0.653257931,,,
144,2.38333,1.154941873,0.23,-0.882639247,0.945141076,1.099355866,0.127044479,7.655726058,0.723306333,,,
145,2.4,1.157846107,0.23,-0.88490818,0.944050608,1.072358777,0.098966722,5.98457257,0.828378936,,,
146,2.41667,1.158476552,0.23,-0.885282289,0.936788734,1.044701338,0.0932537,5.684845011,-0.187322893,,,
147,2.43333,1.158385795,0.23,-0.885055395,0.92706481,1.028645492,0.107892487,6.638262025,0.022822314,,,
148,2.45,1.157677645,0.226227045,-0.877625588,0.916962807,1.031054687,0.121302036,7.535718285,0.58320953,,,
149,2.46667,1.156770071,0.221235392,-0.867869176,0.903964239,1.058105795,0.146330185,9.19505435,0.758330534,,,
150,2.48333,1.157296707,0.22,-0.864657763,0.89515275,1.078295789,0.192427235,12.13200772,0.723306333,,,
151,2.5,1.158295037,0.22,-0.863598928,0.890944261,1.071386118,0.187805813,11.90335018,0.162919118,,,
152,2.51667,1.157593565,0.22,-0.857667324,0.886790785,1.065060448,0.181736183,11.5816584,0.022822314,,,
153,2.53333,1.156322963,0.22,-0.850104214,0.884167513,1.063231182,0.182240275,11.64642656,0.267991721,,,
154,2.55,1.149264987,0.216277129,-0.844853797,0.885000478,1.061912827,0.180752327,11.54332074,0.58320953,,,
155,2.56667,1.140234633,0.211285476,-0.840391562,0.886308542,1.054801162,0.17829705,11.37427385,0.548185329,,,
156,2.58333,1.142154348,0.213706177,-0.835985481,0.882290415,1.042006887,0.176363112,11.30400216,0.688282132,,,
157,2.6,1.147872059,0.21869783,-0.831598877,0.875445372,1.033199007,0.171531899,11.08590423,0.828378936,,,
158,2.61667,1.147015784,0.22,-0.833193707,0.869639657,1.031627652,0.169180939,11.00889494,0.373064324,,,
159,2.63333,1.143839278,0.22,-0.836899631,0.867695586,1.02677138,0.168301982,10.97703138,0.758330534,,,
160,2.65,1.14660601,0.22,-0.834317297,0.867658434,1.018691401,0.168389714,10.98307319,0.898427337,,,
161,2.66667,1.151506905,0.22,-0.829476906,0.869960675,1.010711174,0.167526492,10.89990293,0.863403136,,,
162,2.68333,1.151023372,0.227312187,-0.830120656,0.871304834,1.003292256,0.166673862,10.82941084,1.388766147,,,
163,2.7,1.148572925,0.237295492,-0.832767744,0.872170518,0.99412155,0.167708204,10.88445668,1.178620943,,,
164,2.71667,1.13709015,0.232721202,-0.829018313,0.872566428,0.982315358,0.168730008,10.94432688,1.213645144,,,
165,2.73333,1.122251328,0.222737896,-0.822892194,0.872957567,0.970196393,0.168349028,10.91543476,0.863403136,,,
166,2.75,1.126382304,0.212754591,-0.812594476,0.873344023,0.955056521,0.167511895,10.85775864,1.03852414,,,
167,2.76667,1.137681591,0.202771285,-0.800720393,0.872823717,0.938748087,0.166684727,10.81169822,0.898427337,,,
168,2.78333,1.135376385,0.15672788,-0.762456873,0.869619103,0.924867348,0.166322613,10.82758144,1.178620943,,,
169,2.8,1.127843527,0.096828047,-0.714052967,0.86645219,0.911149913,0.166869929,10.90111815,1.108572542,,,
170,2.81667,1.127652451,0.115893155,-0.683378105,0.863765484,0.898034627,0.169210599,11.08381016,1.143596742,,,
171,2.83333,1.130329792,0.165809683,-0.659629939,0.865956507,0.882876125,0.172866021,11.28923665,1.213645144,,,
172,2.85,1.119528608,0.187145242,-0.625434563,0.868998286,0.866583049,0.178258132,11.59230658,0.022822314,,,
173,2.86667,1.103373805,0.197128548,-0.587089594,0.872005103,0.845268093,0.183146084,11.86135313,0.688282132,,,
174,2.88333,1.110979056,0.192888147,-0.571750392,0.876709704,0.826786432,0.188417827,12.12921023,0.933451538,,,
175,2.9,1.128177569,0.182904841,-0.565699904,0.884374878,0.80980228,0.196252604,12.51181958,0.933451538,,,
176,2.91667,1.117770071,0.187078464,-0.540022765,0.886815714,0.792156562,0.199217299,12.66093493,0.828378936,,,
177,2.93333,1.096033693,0.19706177,-0.506291294,0.883694525,0.77470911,0.201284193,12.83166921,0.478136927,,,
178,2.95,1.094343755,0.196477462,-0.509119492,0.879338128,0.757456602,0.204617483,13.0993257,0.338040123,,,
179,2.96667,1.101014418,0.19148581,-0.527195326,0.875451144,0.742074294,0.206203969,13.25388099,0.548185329,,,
180,2.98333,1.105645318,0.186494157,-0.520730257,0.872444474,0.730617729,0.208198006,13.42189899,0.653257931,,,
181,3,1.109411747,0.181502504,-0.503864522,0.870303608,0.717211985,0.209747385,13.55015852,0.758330534,,,
182,3.01667,1.111275004,0.183489149,-0.482240856,0.870256671,0.702714509,0.212961569,13.75069052,0.933451538,,,
183,3.03333,1.112318713,0.188480801,-0.458568321,0.869798389,0.689195623,0.216558966,13.98101317,0.898427337,,,
184,3.05,1.119486569,0.196944908,-0.458834674,0.868525802,0.673781461,0.220533362,14.24726752,0.548185329,,,
185,3.06667,1.129333738,0.206928214,-0.46957429,0.867674326,0.661375674,0.224465022,14.50428202,1.213645144,,,
186,3.08333,1.134625588,0.203088481,-0.470470228,0.867237205,0.649506487,0.22753175,14.70100932,1.003499939,,,
187,3.1,1.137892852,0.193105175,-0.466991197,0.867207827,0.634951179,0.229338095,14.81308597,0.968475739,,,
188,3.11667,1.143786311,0.19,-0.492327364,0.862768198,0.618551673,0.233160762,15.12277991,1.528862949,,,
189,3.13333,1.150865382,0.19,-0.530672333,0.863161501,0.605902661,0.237348135,15.37493818,1.248669344,,,
190,3.15,1.165162544,0.200267112,-0.580269641,0.871882677,0.592199722,0.241894487,15.50610328,1.213645144,,,
191,3.16667,1.182769464,0.21524207,-0.635026559,0.871040326,0.579032921,0.24398912,15.64821349,1.353741946,,,
192,3.18333,1.185701017,0.213188648,-0.656913543,0.869814054,0.569524817,0.245663397,15.77138224,1.56388715,,,
193,3.2,1.181798452,0.203205342,-0.663493449,0.872116058,0.563618832,0.246527222,15.78438166,0.723306333,,,
194,3.21667,1.184643041,0.206777963,-0.683629281,0.869342355,0.556611378,0.246987625,15.86030333,1.388766147,,,
195,3.23333,1.190678403,0.216761269,-0.710175798,0.865823675,0.546207088,0.248228428,15.99740027,1.318717746,,,
196,3.25,1.187976476,0.216627713,-0.727678454,0.864264104,0.536675256,0.250237746,16.14776611,1.458814548,,,
197,3.26667,1.181078919,0.21163606,-0.740838266,0.865016695,0.52571379,0.253392518,16.32708469,1.59891135,,,
198,3.28333,1.176682805,0.203288815,-0.752472808,0.866904156,0.51486249,0.256902215,16.50689647,0.863403136,,,
199,3.3,1.173506298,0.193305509,-0.763363687,0.867636021,0.503742038,0.261146211,16.75105405,0.898427337,,,
200,3.31667,1.173638337,0.169966611,-0.757560075,0.870622736,0.493108023,0.264965193,16.92709483,1.03852414,,,
201,3.33333,1.175408104,0.140016694,-0.74349269,0.872454413,0.481831446,0.267603698,17.05209296,1.423790347,,,
202,3.35,1.167875702,0.149933222,-0.75212703,0.872028198,0.472154299,0.268700157,17.12576172,1.56388715,,,
203,3.36667,1.155668842,0.179883139,-0.772169272,0.867148428,0.462201767,0.269785867,17.2818813,1.59891135,,,
204,3.38333,1.147037942,0.19,-0.778288309,0.864164594,0.453820143,0.27048567,17.38025003,1.493838749,,,
205,3.4,1.140231143,0.19,-0.777305104,0.8615776,0.447719877,0.271552172,17.49381781,1.283693545,,,
206,3.41667,1.138776142,0.186711185,-0.784643598,0.860479978,0.441678552,0.272608369,17.57870468,1.59891135,,,
207,3.43333,1.140092123,0.181719533,-0.796290788,0.858299908,0.434242762,0.272914607,17.63916272,1.668959751,,,
208,3.45,1.139058127,0.18,-0.794204988,0.855052928,0.42760093,0.27211352,17.65324109,1.879104954,,,
209,3.46667,1.136789194,0.18,-0.784902363,0.852558599,0.420662674,0.271320062,17.65326192,2.43949216,,,
210,3.48333,1.141415845,0.183255426,-0.784083574,0.84972876,0.413432208,0.271992694,17.74953355,2.299395359,,,
211,3.5,1.14972014,0.188247078,-0.787789498,0.846925617,0.404488521,0.273747747,17.91214265,2.36944376,,,
212,3.51667,1.145776142,0.19,-0.783398594,0.842369887,0.395628812,0.274763885,18.06527044,2.334419559,,,
213,3.53333,1.135202914,0.19,-0.774625386,0.837502615,0.388969646,0.273613342,18.09229157,2.229346958,,,
214,3.55,1.135936106,0.161001669,-0.806811099,0.834090508,0.382372425,0.273904936,18.17953612,1.633935551,,,
215,3.56667,1.142879041,0.116076795,-0.861492386,0.830709994,0.377584732,0.273837627,18.24443548,2.019201756,,,
216,3.58333,1.145859007,0.132053422,-0.848764355,0.826312967,0.373189244,0.27448006,18.37516913,2.334419559,,,
217,3.6,1.146630445,0.18196995,-0.798469672,0.823694387,0.365715756,0.274763665,18.44739783,2.43949216,,,
218,3.61667,1.146503263,0.193622705,-0.779336773,0.820753687,0.356586026,0.27504468,18.52663587,2.649637362,,,
219,3.63333,1.145867962,0.183639399,-0.777824151,0.816806337,0.35028594,0.27462369,18.58348904,2.684661562,,,
220,3.65,1.145059645,0.18,-0.775638691,0.813237611,0.345068201,0.274902795,18.67705416,3.034903563,,,
221,3.66667,1.144152072,0.18,-0.773067233,0.809701037,0.338536517,0.274832811,18.74849909,2.544564761,,,
222,3.68333,1.147432387,0.157913189,-0.771882177,0.806536008,0.331724701,0.273728394,18.74657997,3.069927763,,,
223,3.7,1.153150099,0.122971619,-0.771504022,0.806105719,0.322613306,0.275038198,18.83931812,2.824758362,,,
224,3.71667,1.15221976,0.13196995,-0.756859665,0.80702648,0.311904395,0.277704173,18.98874402,2.719685762,,,
225,3.73333,1.147364243,0.166911519,-0.733792179,0.809280358,0.300956038,0.277963473,18.95605584,2.684661562,,,
226,3.75,1.151817575,0.17687813,-0.703582233,0.806840632,0.29276609,0.277203666,18.96102071,2.614613161,,,
227,3.76667,1.161846259,0.171886477,-0.66909445,0.803092807,0.284979267,0.277800341,19.08117444,2.229346958,,,
228,3.78333,1.171846714,0.166894825,-0.616728386,0.803017872,0.263077444,0.278727785,19.14190574,2.159298558,,,
229,3.8,1.18183002,0.161903172,-0.553500784,0.80228462,0.236768424,0.277640045,19.08878141,1.844080754,,,
230,3.81667,1.183614813,0.163088481,-0.523918905,0.795324609,0.235210813,0.275562509,19.11007758,0.793354735,,,
231,3.83333,1.180347549,0.168080134,-0.515070066,0.784831511,0.26557271,0.273171247,19.19114469,1.248669344,,,
232,3.85,1.176745181,0.17,-0.521533617,0.778006148,0.273954269,0.272781786,19.32150774,1.528862949,,,
233,3.86667,1.172933374,0.17,-0.53756741,0.776096908,0.250630811,0.271738051,19.29689465,1.56388715,,,
234,3.88333,1.169427075,0.166944908,-0.555637932,0.772269071,0.244862316,0.27234021,19.42516675,1.528862949,,,
235,3.9,1.166114433,0.161953255,-0.574999494,0.767510349,0.261226437,0.272937266,19.57608803,0.933451538,,,
236,3.91667,1.165729701,0.163038397,-0.590217787,0.76534981,0.258011543,0.271581448,19.53703451,0.968475739,,,
237,3.93333,1.167227197,0.16803005,-0.60277255,0.764162655,0.246889551,0.272176675,19.60469722,1.318717746,,,
238,3.95,1.162708757,0.166978297,-0.630252694,0.763936665,0.241549289,0.273088843,19.67073873,1.668959751,,,
239,3.96667,1.154268326,0.161986644,-0.667463196,0.762449535,0.235309371,0.273352248,19.72369492,1.914129155,,,
240,3.98333,1.159159205,0.16,-0.717422219,0.758459179,0.228494408,0.271697959,19.70872127,2.194322758,,,
241,4,1.17286356,0.16,-0.77580943,0.751996629,0.224856956,0.269103547,19.68985391,2.47451636,,,
242,4.01667,1.182221278,0.165976628,-0.795031618,0.7468347,0.222803613,0.267163734,19.68355567,2.229346958,,,
243,4.03333,1.188665048,0.175959933,-0.787997926,0.740162183,0.222005344,0.265555148,19.73695481,2.789734162,,,
244,4.05,1.198458643,0.174056761,-0.794471594,0.730141702,0.222755075,0.261761421,19.72314757,2.789734162,,,
245,4.06667,1.210529367,0.164073456,-0.810127232,0.721434908,0.221349406,0.257998537,19.67799465,2.824758362,,,
246,4.08333,1.217576719,0.16590985,-0.816828553,0.716480305,0.219037716,0.254266122,19.53886913,3.490218163,,,
247,4.1,1.221161633,0.175893155,-0.81735797,0.712176799,0.221008615,0.253976448,19.62724798,3.980556961,,,
248,4.11667,1.244352557,0.159432387,-0.835383214,0.707907859,0.225087094,0.2536891,19.71588088,4.05060536,,,
249,4.13333,1.281245409,0.124490818,-0.865635655,0.702157442,0.226715898,0.252480776,19.77749818,4.12065376,,,
250,4.15,1.293039611,0.133372287,-0.884069156,0.69886819,0.220808539,0.251282081,19.7763402,4.821137752,,,
251,4.16667,1.287049628,0.173305509,-0.894128092,0.698612243,0.212250465,0.251619477,19.80752084,4.400847357,,,
252,4.18333,1.283779633,0.187095159,-0.893359893,0.696561132,0.215701983,0.250737771,19.79711148,5.066307148,,,
253,4.2,1.282463652,0.182103506,-0.884813578,0.692437705,0.225965904,0.248651361,19.75299203,5.416549141,,,
254,4.21667,1.282250417,0.18,-0.88143092,0.688049437,0.231706221,0.246883039,19.73879067,6.327178319,,,
255,4.23333,1.28284034,0.18,-0.881809076,0.685175559,0.231205644,0.246330712,19.77425901,6.60737191,,,
