Frame,Time,Cursor Position X,Cursor Position Y,Cursor Position Z,Cursor Velocity X,Cursor Velocity Y,Cursor Velocity Z
543751,1060.429,0,0,0,0,0,0
543752,1060.429,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543753,1060.449,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543754,1060.457,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543755,1060.462,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543756,1060.467,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543757,1060.471,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543758,1060.476,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543759,1060.482,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543760,1060.487,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543761,1060.492,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543762,1060.498,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543763,1060.503,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543764,1060.508,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543765,1060.514,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543766,1060.519,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543767,1060.523,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543768,1060.529,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543769,1060.534,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543770,1060.538,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543771,1060.543,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543772,1060.549,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543773,1060.553,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543774,1060.558,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543775,1060.563,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543776,1060.568,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543777,1060.573,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543778,1060.578,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543779,1060.583,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543780,1060.587,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543781,1060.593,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543782,1060.598,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543783,1060.603,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543784,1060.608,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543785,1060.613,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543786,1060.618,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543787,1060.622,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543788,1060.628,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543789,1060.632,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543790,1060.637,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543791,1060.642,-0.0696265,0.1794313,-0.1857453,0,0,0.002477429
543792,1060.646,-0.07132752,0.1794838,-0.1850478,0,0,0.004290603
543793,1060.651,-0.0714023,0.1794838,-0.1850189,0,0,0.004452585
543794,1060.656,-0.0714023,0.1794838,-0.1850189,0,0,0.004451087
543795,1060.66,-0.07147706,0.1794838,-0.1849901,0,0,0.004299599
543796,1060.664,-0.07155182,0.1794838,-0.1849612,0,0,0.004342656
543797,1060.669,-0.07162651,0.1794838,-0.1849322,0,0,0.004501708
543798,1060.674,-0.07170124,0.1794838,-0.1849033,0,0,0.004745051
543799,1060.678,-0.07170124,0.1794838,-0.1849033,0,0,0.005059701
543800,1060.682,-0.07177591,0.1794838,-0.1848743,0,0,0.005150604
543801,1060.687,-0.07192536,0.1794838,-0.1848162,0,0,0.00561226
543802,1060.692,-0.072,0.1794838,-0.1847872,0,0,0.00581927
543803,1060.696,-0.072,0.1794838,-0.1847872,0,0,0.006082704
543804,1060.7,-0.07207467,0.1794838,-0.1847581,0,0,0.006273746
543805,1060.705,-0.07222398,0.1794838,-0.1846997,0,0,0.006741295
543806,1060.71,-0.07229861,0.1794838,-0.1846705,0,0,0.006887126
543807,1060.714,-0.07237319,0.1794838,-0.1846413,0,0,0.006979083
543808,1060.719,-0.07244775,0.1794838,-0.1846121,0,0,0.007029894
543809,1060.724,-0.07259698,0.1794838,-0.1845534,0,0,0.007414885
543810,1060.729,-0.07267152,0.1794838,-0.1845241,0,0,0.007649091
543811,1060.734,-0.07282059,0.1794838,-0.1844653,0,0,0.007912723
543812,1060.738,-0.07282059,0.1794838,-0.1844653,0,0,0.00796835
543813,1060.743,-0.0729697,0.1794838,-0.1844064,0,0,0.007588858
543814,1060.748,-0.07304422,0.1794838,-0.1843769,0,0,0.007617628
543815,1060.752,-0.07311868,0.1794838,-0.1843474,0,0,0.007787699
543816,1060.757,-0.07319313,0.1794838,-0.1843178,0,0,0.007430354
543817,1060.761,-0.0732676,0.1794838,-0.1842882,0,0,0.007437914
543818,1060.766,-0.07334207,0.1794838,-0.1842586,0,0,0.007058076
543819,1060.77,-0.07349093,0.1794838,-0.1841993,0,0,0.007391594
543820,1060.775,-0.07356536,0.1794838,-0.1841696,0,0,0.007581234
543821,1060.78,-0.07365789,0.1794418,-0.1841735,0,0,0.007588832
543822,1060.784,-0.07373231,0.1794418,-0.1841437,0,0,0.007734551
543823,1060.788,-0.07380672,0.1794418,-0.1841139,0,0,0.007986233
543824,1060.793,-0.07395545,0.1794418,-0.1840542,0,0,0.008139713
543825,1060.798,-0.07410419,0.1794418,-0.1839944,0,0,0.008247237
543826,1060.802,-0.07410419,0.1794418,-0.1839944,0,0,0.00842717
543827,1060.807,-0.07427519,0.1793903,-0.1839757,-0.0001626669,-0.0001626669,0.008355983
543828,1060.812,-0.07442386,0.1793903,-0.1839156,-0.001804973,-0.001804973,0.007288888
543829,1060.817,-0.07449818,0.1793903,-0.1838855,0,0,0.008673769
543830,1060.821,-0.07464674,0.1793903,-0.1838253,0,0,0.009456444
543831,1060.826,-0.07474381,0.1793379,-0.183837,-0.002340737,-0.002340737,0.007502086
543832,1060.831,-0.07489241,0.1793379,-0.1837765,0,0,0.009506261
543833,1060.835,-0.07496662,0.1793379,-0.1837463,0,0,0.009900401
543834,1060.84,-0.07511507,0.1793379,-0.1836856,0,0,0.01029554
543835,1060.844,-0.07521225,0.1792853,-0.1836972,-0.003150495,-0.003150495,0.007631796
543836,1060.849,-0.07536074,0.1792853,-0.1836363,0,0,0.009990917
543837,1060.853,-0.07543489,0.1792853,-0.1836058,0,0,0.009903654
543838,1060.857,-0.07553206,0.1792327,-0.1836172,-0.003317734,-0.003317734,0.007305954
543839,1060.862,-0.07560626,0.1792327,-0.1835867,-0.003317734,-0.003317734,0.006725741
543840,1060.866,-0.07570351,0.17918,-0.183598,0,0,0.009383474
543841,1060.871,-0.0757777,0.17918,-0.1835674,-0.003715361,-0.003715361,0.005721488
543842,1060.875,-0.07587491,0.1791274,-0.1835786,0,0,0.008208075
543843,1060.879,-0.0759491,0.1791274,-0.1835479,-0.00459925,-0.00459925,0.004471225
543844,1060.884,-0.07602326,0.1791274,-0.1835172,0,0,0.007236328
543845,1060.888,-0.07602326,0.1791274,-0.1835172,0,0,0.006966635
543846,1060.893,-0.07612053,0.1790747,-0.1835282,-0.004340644,-0.004340644,0.002859659
543847,1060.897,-0.07619469,0.1790747,-0.1834974,-0.004340644,-0.004340644,0.002084495
543848,1060.901,-0.07621782,0.179022,-0.1835391,-0.004435374,-0.004435374,0.001915739
543849,1060.906,-0.07629193,0.179022,-0.1835083,-0.004435374,-0.004435374,0.001314003
543850,1060.911,-0.07629509,0.1789301,-0.183514,-0.004700428,-0.004700428,0.0006506547
543851,1060.915,-0.07629509,0.1789301,-0.183514,-0.004700428,-0.004700428,-0.003715461
543852,1060.919,-0.0763182,0.1788774,-0.1835557,-0.005075832,-0.005075832,-0.004008729
543853,1060.924,-0.07631678,0.1787766,-0.1835531,-0.006289588,-0.006289588,-0.004876271
543854,1060.928,-0.07639096,0.1787766,-0.1835223,-0.006439667,-0.006439667,-0.004990405
543855,1060.933,-0.07641408,0.1787238,-0.1835639,-0.006831279,-0.006831279,-0.003444775
543856,1060.937,-0.07641408,0.1787238,-0.1835639,-0.006831279,-0.006831279,-0.005383682
543857,1060.942,-0.07641218,0.1786221,-0.1835605,-0.006826324,-0.006826324,-0.005375119
543858,1060.947,-0.07643528,0.1785693,-0.1836021,-0.009682291,-0.009682291,-0.002739229
543859,1060.951,-0.07643528,0.1785693,-0.1836021,-0.006950253,-0.006950253,-0.005467036
543860,1060.955,-0.076399,0.1785164,-0.1836684,-0.006965179,-0.006965179,-0.004846952
543861,1060.96,-0.07632626,0.1785164,-0.1836986,-0.006989354,-0.006989354,-0.006517854
543862,1060.964,-0.07620095,0.1784634,-0.1838018,0,0,-0.007923643
543863,1060.969,-0.07610169,0.1784146,-0.1837874,-0.008643555,-0.008643555,-0.0110647
543864,1060.974,-0.07595321,0.1784146,-0.1838488,0,0,-0.009044622
543865,1060.978,-0.07577967,0.1783657,-0.1838649,-0.002789682,-0.002789682,-0.006793543
543866,1060.983,-0.07563104,0.1783657,-0.1839261,-0.002789682,-0.002789682,-0.009018754
543867,1060.987,-0.07538316,0.1783168,-0.1839723,-0.003300738,-0.003300738,-0.009164902
543868,1060.991,-0.07523449,0.1783168,-0.1840331,-0.003300738,-0.003300738,-0.01094218
543869,1060.995,-0.07498661,0.178268,-0.1840788,-0.003718495,-0.003718495,-0.01328297
543870,1060.999,-0.07476342,0.178268,-0.1841696,-0.005088367,-0.005088367,-0.01360694
543871,1061.003,-0.07451545,0.1782192,-0.1842146,-0.005448869,-0.005448869,-0.01456203
543872,1061.007,-0.07421557,0.1781176,-0.184331,-0.007357996,-0.007357996,-0.01693265
543873,1061.011,-0.07396754,0.1780689,-0.1843753,-0.00801158,-0.00801158,-0.01790733
543874,1061.016,-0.07366946,0.1780689,-0.1844946,-0.007167166,-0.007167166,-0.01795018
543875,1061.02,-0.07324778,0.1779715,-0.1845517,-0.009211015,-0.009211015,-0.01761736
543876,1061.024,-0.07275157,0.1778742,-0.1846372,-0.01158204,-0.01158204,-0.01726713
543877,1061.029,-0.07227249,0.1781268,-0.1845833,-0.00634883,-0.00634883,-0.01248595
543878,1061.034,-0.07171427,0.1783906,-0.1845474,0.01694009,0.01694009,-0.01764912
543879,1061.038,-0.07120049,0.1785485,-0.1845941,0.01827845,0.01827845,-0.01918754
543880,1061.042,-0.07065324,0.1786927,-0.1847468,0.0330992,0.0330992,-0.00722611
543881,1061.047,-0.07015717,0.1789427,-0.1849979,0.03305608,0.03305608,-0.02557812
543882,1061.052,-0.06960745,0.1791415,-0.1853189,0.05084625,0.05084625,-0.04448968
543883,1061.057,-0.06903465,0.179393,-0.1855956,0.04956249,0.04956249,-0.04953273
