Frame,Timestamp,unity_x,unity_y,unity_z,Vel_X,Vel_Y,Vel_Z
51.0,0.83333,0.9637077524921558,0.21020850708924102,-0.6820990408673894,1.385929487289549,-2.161742040721095,-2.207071358109645
52.0,0.85,0.9658042416299295,0.21478732276897416,-0.663329441201001,1.4110778268255075,-2.2072922287026024,-2.2533973175708533
53.0,0.86667,0.9678858374041865,0.21978315262718934,-0.6438457047539615,1.436049806819081,-2.2524564962920453,-2.299284019635627
54.0,0.88333,0.9672365860439256,0.22,-0.6550669307756465,1.4609896247935992,-2.2976150963594577,-2.3451671074197518
55.0,0.9,0.9664634218992016,0.22,-0.6676814011676392,1.485966091398718,-2.3424759915038047,-2.3907261286631076
56.0,0.91667,0.9693818261249454,0.22477064220183487,-0.6593050458715596,1.5110887123063703,-2.3868066859144412,-2.435747484760047
57.0,0.93333,0.9724744827038403,0.22976647206005005,-0.6499378648874057,1.5364613291018003,-2.4305820527482718,-2.480227606830142
58.0,0.95,0.9696142618849044,0.23,-0.6283077564637196,1.5620540601598483,-2.474204981505738,-2.5245325910400886
59.0,0.96667,0.9664621311410309,0.23,-0.6060763135946616,1.587838517936604,-2.5180582172148873,-2.569074345019062
60.0,0.98333,0.9655171968704082,0.23,-0.616052960800667,1.6136220684903708,-2.562010384644611,-2.6137399971866437
61.0,1.0,0.9646845585607053,0.23,-0.6276682652210177,1.6393436270163406,-2.6056522023869206,-2.6581118974827884
62.0,1.01667,0.9600102267762813,0.23,-0.607487906588824,1.6649450175098648,-2.6486538252553347,-2.701832992690055
63.0,1.03333,0.955133345248024,0.23,-0.5856311509591322,1.690429995221957,-2.6913893191101503,-2.745304310808162
64.0,1.05,0.9543733865522857,0.23,-0.5792889908256882,1.715879866645333,-2.7344866284483373,-2.7891056516818575
65.0,1.06667,0.9538381190674767,0.23,-0.5737935779816511,1.741314832335934,-2.7780873805832327,-2.8334213063457754
66.0,1.08333,0.9522895071289568,0.23,-0.5740911175979981,1.7667353372410068,-2.821875919502058,-2.877929695193471
67.0,1.1,0.9506837046745298,0.23,-0.5747155963302752,1.7921232327937335,-2.8656060539823587,-2.922379999133907
68.0,1.11667,0.9460994280948405,0.23,-0.5680231442869058,1.8174611594954113,-2.9090240521431667,-2.966495135404092
69.0,1.13333,0.9413414948965408,0.23,-0.5609040867389489,1.8426603290191672,-2.9520489122232068,-3.0102114044883566
70.0,1.15,0.9422494936256407,0.23,-0.5487193494578811,1.8677602281620518,-2.994904476847969,-3.0537567731290642
71.0,1.16667,0.943498451090194,0.23,-0.5362297748123431,1.892956576452094,-3.037875199601027,-3.097403139679097
72.0,1.18333,0.9407154771833672,0.22529608006672228,-0.537851959966639,1.918315938247485,-3.080854455942158,-3.1410423404666714
73.0,1.2,0.9376822947694505,0.22030025020850708,-0.5403498748957468,1.9438680435645432,-3.123535801376634,-3.184397309622707
74.0,1.21667,0.9392328924897733,0.2153044203502919,-0.5510650542118434,1.9696751138617663,-3.165809684804729,-3.2273559429571956
75.0,1.23333,0.9410765916041144,0.2103085904920767,-0.5623056713928278,1.995713820796164,-3.207935291908182,-3.270181760891971
76.0,1.25,0.9459335160252589,0.21000000000000002,-0.5389778982485404,2.0219617449212195,-3.2499818703417245,-3.312944827482392
77.0,1.26667,0.9509888200484524,0.21000000000000002,-0.513374270225188,2.0483973290768147,-3.291773912236828,-3.3554330308433604
78.0,1.28333,0.9513095238095235,0.21000000000000002,-0.5318692660550461,2.0750318100230363,-3.333142574581476,-3.3974747779055736
79.0,1.3,0.9513095238095235,0.21000000000000002,-0.553351334445371,2.1017812763333135,-3.37412991384398,-3.439113288210385
80.0,1.31667,0.9541452202232021,0.21467055879899918,-0.5387533361134275,2.1286272959726036,-3.415025096339501,-3.480643479412129
81.0,1.33333,0.9571784026371188,0.21966638865721436,-0.521642618849041,2.1555367085155392,-3.456014596017599,-3.5222556508110414
82.0,1.35,0.9630977203224911,0.22466221851542956,-0.528542326939116,2.1823862491583235,-3.4969293007637723,-3.5638087796515685
83.0,1.36667,0.9692235593153027,0.22965804837364473,-0.5371601334445373,2.2091923794237593,-3.5374262982992417,-3.604937893034526
84.0,1.38333,0.9654322054092697,0.2253461217681401,-0.512968098415346,2.23586696608898,-3.5774709859990885,-3.6456077092523147
85.0,1.4,0.9609121688708844,0.2203502919099249,-0.48636530442035025,2.2623983819805247,-3.61724954025698,-3.6860078387537842
86.0,1.41667,0.9578853409587356,0.22464553794829023,-0.49820433694745603,2.2888915410106208,-3.6569851272190377,-3.7263213536972635
87.0,1.43333,0.9549711068747764,0.22964136780650543,-0.5129420350291909,2.3154477804805818,-3.6966215016332913,-3.7665502225954337
88.0,1.45,0.9607240160451165,0.23,-0.48420600500417027,2.342008917723781,-3.7361043141552286,-3.8066243068558547
89.0,1.46667,0.967147225862822,0.23,-0.4521077981651381,2.3686169447045717,-3.7755069150040983,-3.846575542256317
90.0,1.48333,0.9689415782993764,0.23,-0.44824562135112633,2.3952569514934217,-3.8148449009110776,-3.8864770862093767
91.0,1.5,0.9703689582588664,0.23,-0.44662197664720654,2.4220243425377177,-3.854133360018289,-3.9263439572830876
92.0,1.51667,0.9658556733786088,0.23,-0.442803586321935,2.4489435401998936,-3.8933192120766624,-3.966135535796396
93.0,1.53333,0.9608598435203939,0.23,-0.4388069224353629,2.4759710052718393,-3.93233767855593,-4.005757931404402
94.0,1.55,0.9620135827475276,0.23461217681401167,-0.402179107589658,2.5031044584396644,-3.9711790320031564,-4.045201207690783
95.0,1.56667,0.9636788593669325,0.23960800667222687,-0.3628369474562135,2.530236439608743,-4.0098863022477875,-4.084509168975624
96.0,1.58333,0.969673934628063,0.24460383653044204,-0.358253753127606,2.557366979129565,-4.0486699040679754,-4.123909342694328
97.0,1.6,0.9760376702807889,0.24959966638865724,-0.35663010842368625,2.5845605464292514,-4.087669582443676,-4.163543781441188
98.0,1.61667,0.9792830334802811,0.2454045037531276,-0.3416795246038362,2.6117648369420863,-4.1267792445798674,-4.2033041303369085
99.0,1.63333,0.9822567417292185,0.2404086738949124,-0.3255679733110924,2.639017526927175,-4.165744914962797,-4.24289293634421
100.0,1.65,0.9803156400174746,0.24000000000000002,-0.3469564220183486,2.666242626843701,-4.204307697757503,-4.282072366829528
101.0,1.66667,0.977936673418325,0.24000000000000002,-0.3716857798165137,2.693502590620128,-4.242413782957068,-4.320775017860945
102.0,1.68333,0.9729957504269431,0.24000000000000002,-0.3301367806505418,2.7207722165482537,-4.280169815499429,-4.359122195138111
103.0,1.7,0.967821498073792,0.24000000000000002,-0.2825515012510422,2.7480513188174687,-4.317715677849142,-4.397244035209705
104.0,1.71667,0.9710264506136064,0.2445704753961635,-0.28958340283569656,2.775339716926038,-4.354995426620199,-4.435108192345629
105.0,1.73333,0.975011219667183,0.24956630525437867,-0.3016982902418683,2.802637235480766,-4.3919903303861325,-4.472695333670029
106.0,1.75,0.9742709202112869,0.24543786488740615,-0.29294140950792313,2.8300027238243315,-4.428858661290911,-4.510166433587439
107.0,1.76667,0.973081436911712,0.24044203502919098,-0.2822003753127604,2.857516785930665,-4.465742638741995,-4.547654248225858
108.0,1.78333,0.9745483339290679,0.24455379482902423,-0.25654566305254395,2.8851187587899725,-4.502584228894865,-4.585087884175777
109.0,1.8,0.9762730847134515,0.24954962468723935,-0.2294432860717265,2.9127840799501987,-4.539349869358853,-4.622479984007571
110.0,1.81667,0.9762121212121213,0.25,-0.23268181818181832,2.9405457437872684,-4.576040928596821,-4.659785086196746
111.0,1.83333,0.9759742245522056,0.25,-0.2389266055045873,2.9683569218923065,-4.612658738416375,-4.696993294939039
112.0,1.85,0.977194686047897,0.25,-0.22883778148457026,2.9962055607020632,-4.649449686792024,-4.734378677453322
113.0,1.86667,0.9785625918424081,0.25,-0.21709758131776413,3.0240023697400704,-4.686554292605603,-4.772073107046459
114.0,1.88333,0.9782052504070855,0.25,-0.2114712260216848,3.0516933363016356,-4.723638697675832,-4.809736689324188
115.0,1.9,0.9776699829222766,0.25,-0.20647539616347005,3.0792040682843105,-4.760269154021728,-4.846916720450903
116.0,1.91667,0.9768118273164148,0.25,-0.2004624687239364,3.1066024170887494,-4.796421142497427,-4.8836105062125625
117.0,1.93333,0.9759197148417331,0.25,-0.19434257714762282,3.133933101891443,-4.832401489820849,-4.920108834319801
118.0,1.95,0.9766390642996146,0.25,-0.20762468723936608,3.161176032606423,-4.868297711250781,-4.956544299895585
119.0,1.96667,0.9775311767742962,0.25,-0.22298686405337734,3.188311621399854,-4.903943358327522,-4.992725601844943
120.0,1.98333,0.9775654315103857,0.25,-0.18835738115095924,3.2153520807342244,-4.9392593410946874,-5.0285615616479005
121.0,2.0,0.977505957345407,0.25,-0.14826584653878214,3.2422989701088634,-4.974426481475988,-5.064257547058813
122.0,2.01667,0.9784097859327214,0.25,-0.14919495412844058,3.2691948849415517,-5.009651895476039,-5.100013916863869
123.0,2.03333,0.9794208467373606,0.25,-0.15469036697247704,3.2959693476537457,-5.044904186443071,-5.135798673120388
124.0,2.05,0.9736478811708169,0.2544870725604671,-0.1571570058381987,3.3225737805145523,-5.079759940940128,-5.171159983119698
125.0,2.06667,0.9671057230231548,0.2594829024186822,-0.15928023352794016,3.3489607624056226,-5.113905737853383,-5.205789075489098
126.0,2.08333,0.9686146193256282,0.26,-0.14236884904086722,3.3751536078953563,-5.147551006304183,-5.239899422212553
127.0,2.1,0.9710530600897571,0.26,-0.123259799833194,3.401175085116942,-5.181106801786112,-5.273949946197064
128.0,2.11667,0.9738108145676949,0.25105921601334447,-0.10135675562969126,3.42707680536605,-5.214750169038552,-5.308090682527656
129.0,2.13333,0.9766061003216966,0.24106755629691407,-0.0791253127606339,3.452802317636659,-5.248169882849562,-5.342014458043433
130.0,2.15,0.9800919416974463,0.24446205170975815,-0.09850250208507134,3.4783350293158737,-5.2811195038936845,-5.375460289059209
131.0,2.16667,0.9836603915961712,0.24945788156797336,-0.12285717264387018,3.5036108830726715,-5.313758746203307,-5.408600565119451
132.0,2.18333,0.9839415782993763,0.25,-0.10211801501251046,3.528643237854208,-5.3464140958664546,-5.4417580519889155
133.0,2.2,0.9838226299694188,0.25,-0.0758899082568803,3.5534922812925833,-5.379273204892268,-5.475133454228592
134.0,2.21667,0.9821689701735574,0.2455546288573811,-0.06677648040033334,3.578113950440107,-5.412221154250319,-5.508609558985006
135.0,2.23333,0.9803252710592161,0.2405587989991659,-0.05978231859883252,3.602539449862646,-5.445052995243175,-5.5419774503533095
136.0,2.25,0.9790097899042856,0.2488740617180986,-0.055339449541284585,3.6267716433518054,-5.4777336672868575,-5.575182547856342
137.0,2.26667,0.977760832439732,0.25886572143452896,-0.05121788990825707,3.650804180094121,-5.510347462052125,-5.608310840740177
138.0,2.28333,0.9765645974820287,0.2644286905754795,-0.059275229357798054,3.6746581058575276,-5.542850058378014,-5.6413449833826395
139.0,2.3,0.9753751141824538,0.2694245204336947,-0.06889220183486273,3.698308907424762,-5.575072196924902,-5.67411229091755
140.0,2.31667,0.9811318956273087,0.27,-0.05894912427022519,3.7217505083721822,-5.606964286490749,-5.706561981203924
141.0,2.33333,0.9877930021049286,0.27,-0.046459549624687214,3.7450214333317615,-5.6387082825791826,-5.73885204554793
142.0,2.35,0.988203761070733,0.2655879899916597,-0.049081109257714674,3.7681858957358982,-5.670464716744878,-5.771155095374295
143.0,2.36667,0.9877874419158816,0.26059216013344455,-0.05370225187656388,3.7913330842394135,-5.702189705153774,-5.80343533018009
144.0,2.38333,0.9864274792485801,0.2644036697247707,-0.029589449541284552,3.8144283950584024,-5.73384027191329,-5.835640002916142
145.0,2.4,0.9849406251241113,0.26939949958298587,-0.0016128023352791844,3.8374379354455614,-5.76536570173705,-5.867708667326487
146.0,2.41667,0.9843956273084709,0.265604670558799,0.011419724770642148,3.8603199123414256,-5.796699186736749,-5.899573387450664
147.0,2.43333,0.9839793081536201,0.26060884070058377,0.022410550458715053,3.883084583523728,-5.827826308880563,-5.931228254932049
148.0,2.45,0.9853909011477817,0.26,0.031098206839032375,3.905733523565806,-5.858868122089699,-5.962770754899449
149.0,2.46667,0.9870561777671867,0.26,0.03946622185154283,3.928243015067079,-5.889901296567877,-5.9942964227794935
150.0,2.48333,0.9916405536359667,0.26,0.04225145954962457,3.9506149050280874,-5.9209009358905575,-6.025780004850905
151.0,2.5,0.9966363834941816,0.26,0.04424979149291062,3.9727928384107147,-5.951710121411823,-6.057087073257705
152.0,2.51667,0.9950767504666584,0.26,0.046138865721434996,3.994729820237107,-5.982224379133735,-6.088094217196469
153.0,2.53333,0.9925788355375507,0.26,0.048012301918265624,4.016486389935882,-6.012521110148329,-6.118880272881968
154.0,2.55,0.991067556296914,0.25563803169307764,0.060245412844036395,4.038089321033695,-6.042692461064592,-6.14954736986745
155.0,2.56667,0.9896996505024027,0.2506422018348624,0.07398394495412859,4.059572968490139,-6.0727803880114655,-6.1801134733331375
156.0,2.58333,0.9876579689423728,0.25,0.07411738949124284,4.080930807102411,-6.102737843682187,-6.210563534465813
157.0,2.6,0.9855168990031378,0.25,0.07224395329441223,4.102172423211089,-6.132510706483655,-6.240834094289698
158.0,2.61667,0.9887039795067321,0.25434528773978315,0.07916972477064235,4.123315165830332,-6.162101298338753,-6.270911280804243
159.0,2.63333,0.9926887485603084,0.2593411175979983,0.08741284403669738,4.144399740382528,-6.191708597506918,-6.30101390358008
160.0,2.65,0.9969316692481827,0.2643369474562135,0.11213636363636326,4.1654425591929645,-6.221527874580046,-6.331324835977523
161.0,2.66667,1.001213809126653,0.26933277731442873,0.1393636363636361,4.1864363413194505,-6.25143994965814,-6.361746519208128
162.0,2.68333,1.003846955796497,0.27,0.12644307756463677,4.207366191210632,-6.281173372633478,-6.391978647349212
163.0,2.7,1.0062259223956473,0.27,0.10733402835696425,4.2282020830615545,-6.310569124247286,-6.421843693737453
164.0,2.71667,1.0073190952778113,0.26567973311092574,0.14179628857381205,4.248937501065907,-6.339692334051603,-6.451439367873628
165.0,2.73333,1.008211207752492,0.2606839032527105,0.184635529608007,4.2696116986471715,-6.368781377577715,-6.481008385604021
166.0,2.75,1.0078200087374398,0.26,0.1937339449541284,4.2902102829467,-6.397934660586301,-6.510635530711995
167.0,2.76667,1.0072252670876523,0.26,0.19748081734778966,4.310741672123326,-6.427113951678983,-6.540297212537701
168.0,2.78333,1.0063743595853687,0.2686071726438701,0.1800325271059208,4.331176767323562,-6.456177412271654,-6.569848855606013
169.0,2.8,1.0054822471106877,0.2785988323603005,0.1591749374478731,4.351494412756726,-6.484963491300275,-6.599110720323425
170.0,2.81667,1.0100614599467812,0.28,0.16151167639699723,4.3716959821043035,-6.513504880459682,-6.628123690803567
171.0,2.83333,1.0155330831248264,0.28,0.1676315679733115,4.391790168251728,-6.541950806280697,-6.6570323133845575
172.0,2.85,1.009266750069503,0.2714261884904087,0.18864845704753963,4.411800114775693,-6.570331479418884,-6.685867443541703
173.0,2.86667,1.001059315302435,0.2614345287739783,0.2121288573811512,4.431705013669758,-6.598474011397617,-6.714445683867204
174.0,2.88333,1.0019692998133367,0.26,0.21967160133444566,4.451426675390352,-6.6263019942822785,-6.742689366937558
175.0,2.9,1.0044077405774652,0.26,0.224542535446205,4.471024592365657,-6.654055042339885,-6.770871874300775
176.0,2.91667,1.0008983676873584,0.26,0.25023081734779,4.490542977218438,-6.682004270141032,-6.799247464370856
177.0,2.93333,0.9963783311489729,0.26,0.27945642201834886,4.509996914850313,-6.710090894578467,-6.827770743228349
178.0,2.95,0.9963231264148695,0.26,0.2805535863219348,4.529323621335778,-6.738095362310325,-6.85620365436699
179.0,2.96667,0.9970368163946148,0.26,0.2768067139282735,4.5485034599521414,-6.765927667136978,-6.8844617135156145
180.0,2.98333,0.991370189443584,0.26,0.27210279399499626,4.567503163379508,-6.79358971141097,-6.912546852740412
181.0,3.0,0.984590134636006,0.26,0.2672318598832362,4.58631777143243,-6.820951944675304,-6.940327103130771
182.0,3.01667,0.9852897255649551,0.26424520433694754,0.27297393661384534,4.604942405239976,-6.848038280916459,-6.967833825774337
183.0,3.03333,0.9873118471742321,0.2692410341951627,0.28059257714762326,4.623392858262741,-6.875063812789493,-6.99528603774383
184.0,3.05,0.9862067596012547,0.2657631359466221,0.29763824020016755,4.641705149323475,-6.902199316448457,-7.022864547043825
185.0,3.06667,0.9845414829818504,0.26076730608840704,0.31637260216847385,4.659887554486966,-6.929484218407419,-7.050595572528244
186.0,3.08333,0.9839836768735855,0.26,0.3123786488740621,4.677948217046905,-6.956768817388988,-7.078326621199918
187.0,3.1,0.9836268318837127,0.26,0.30426042535446246,4.695915304991088,-6.983885712469688,-7.10588717082326
188.0,3.11667,0.9808082131935347,0.26,0.31977522935779845,4.71378980852709,-7.01086332123953,-7.133299379991657
189.0,3.13333,0.977537134119703,0.26,0.3396336530442035,4.731572702227628,-7.0377892437089615,-7.160659297315033
190.0,3.15,0.9795308590492078,0.25578815679733113,0.3729699749791493,4.749271558049742,-7.06463765713382,-7.1879339016253345
191.0,3.16667,0.9825045672981456,0.2507923269391159,0.40881505421184344,4.766874094886709,-7.091389698912762,-7.2151240815997815
192.0,3.18333,0.977321478215974,0.25,0.4250087572977485,4.78436822252983,-7.118150730756973,-7.242323730521844
193.0,3.2,0.9706008975733746,0.25,0.43749833194328647,4.801781100334179,-7.144875236509526,-7.269473261452629
194.0,3.21667,0.9750174748798601,0.25419516263552966,0.4499879065888244,4.819068222303875,-7.171447386564861,-7.296481124038327
195.0,3.23333,0.9815596330275225,0.25919099249374483,0.4624774812343624,4.836230871661721,-7.197836621308256,-7.32330296654036
196.0,3.25,0.9812234401683937,0.25581317764804,0.45120683903252684,4.853308779828907,-7.224051187997575,-7.349960205284692
197.0,3.26667,0.979558163548989,0.2508173477898248,0.4353450792326939,4.870290044957621,-7.250099208932229,-7.37646745571686
198.0,3.28333,0.9787385321100919,0.25,0.464610925771477,4.887175638334681,-7.276064596277216,-7.402897107563068
199.0,3.3,0.9780843162953254,0.25,0.502704128440368,4.903998092280689,-7.302042592307356,-7.429326876330738
200.0,3.31667,0.9759904086738949,0.25,0.5142126772310264,4.9207706024528886,-7.328001756160408,-7.455737621671971
201.0,3.33333,0.9736114420747448,0.25,0.5204574645537953,4.937524926317356,-7.3538612573164,-7.4820470060481705
202.0,3.35,0.9767815441439291,0.25,0.5177543786488741,4.954255021255848,-7.37952905704499,-7.508154958111174
203.0,3.36667,0.9810636840223994,0.25,0.5132581317764803,4.970936359628024,-7.405074915511815,-7.534126311773315
204.0,3.38333,0.9862358513046587,0.24584653878231863,0.5618223519599667,4.987557094921151,-7.430579853750468,-7.560062483632097
205.0,3.4,0.9915885261527462,0.24085070892410343,0.6211478315262717,5.004123946699693,-7.456007602660735,-7.585914016215421
206.0,3.41667,0.9885522657770365,0.24000000000000002,0.6635819432860721,5.020637435577318,-7.481322418781617,-7.6116383636347615
207.0,3.43333,0.9837943325787359,0.24000000000000002,0.7025494161801504,5.037122363584243,-7.506598015650435,-7.637329224210612
208.0,3.45,0.9820897374796458,0.24413678065054215,0.6802925354462048,5.053585047207839,-7.531937165442875,-7.663085086840102
209.0,3.46667,0.9810192025100277,0.24913261050875735,0.6453217264386986,5.070001640697087,-7.557309289578902,-7.688874800899719
210.0,3.48333,0.9779827435561381,0.2541284403669725,0.6615435779816515,5.086396524510516,-7.582576851708062,-7.714546111238632
211.0,3.5,0.9745332419873707,0.2591242702251877,0.6885210592160136,5.102787776439198,-7.607663642843184,-7.740039647828264
212.0,3.51667,0.9842778704475956,0.26,0.690468932443703,5.119199149348096,-7.632642283134984,-7.765429323587414
213.0,3.53333,0.9968269192581125,0.26,0.6870967472894081,5.135600945281387,-7.657566726855977,-7.790752062225382
214.0,3.55,0.9985091743119268,0.25588824020016676,0.7217583402835701,5.152022625981103,-7.682478464924479,-7.816074093757017
215.0,3.56667,0.9978549584971603,0.25089241034195153,0.764597581317765,5.168464007329037,-7.707424240140561,-7.841431044878581
216.0,3.58333,0.995539834782954,0.25,0.7574776897414509,5.184930728140023,-7.732322520785707,-7.866745772415509
217.0,3.6,0.9928634973589106,0.25,0.7394927022518765,5.201399381187495,-7.757046699737036,-7.891889254759568
218.0,3.61667,0.9943309901108068,0.25,0.7506851542952462,5.217869948825457,-7.7816213601912825,-7.916880621894458
219.0,3.63333,0.9967099567099564,0.25,0.768295454545455,5.234336672629824,-7.806110805366405,-7.941791201704913
220.0,3.65,0.9954400492473883,0.25408673894912426,0.7835558798999167,5.250793872345162,-7.830527199013175,-7.966621725297942
221.0,3.66667,0.9933584534731319,0.25908256880733943,0.7982935779816516,5.267247323071905,-7.854848516745711,-7.991355585179726
222.0,3.68333,0.9964719607609513,0.25592160133444536,0.8063019182652212,5.28372537735965,-7.879109482451523,-8.016022399978947
223.0,3.7,1.0007541006394216,0.2509257714762302,0.8127964970809011,5.300199623031142,-7.903310634987993,-8.040622768312414
224.0,3.71667,0.9988826998689386,0.245929941618015,0.821326105087573,5.31667009394075,-7.9274189359162435,-8.065134483920177
225.0,3.73333,0.9956116207951069,0.2409341117597998,0.8303185988323606,5.333136823493443,-7.951429636670065,-8.089546983327658
226.0,3.75,0.9944197545573688,0.2440617180984154,0.8284459966638864,5.349588716686919,-7.975293685653673,-8.113815948603547
227.0,3.76667,0.9937060645776241,0.2490575479566306,0.8240746455379487,5.3660314432441485,-7.998962676687188,-8.137869523777528
